min_dst,max_dst,BX_RMSE,BY_RMSE,BZ_RMSE
-inf,-300,nan,nan,nan
-250.0,-200.0,22.41505223430601,15.008176660296435,2.500706566819333
-200.0,-150.0,14.777920250261094,14.906748213735025,9.737499481583871
-150.0,-100.0,21.88646927202106,16.122858394369096,9.001332015250881
-100.0,-50.0,16.68441682064346,12.981914116652826,8.39162781036506
-50.0,0.0,15.404554472887256,10.479741435918221,7.350577273206215
0.0,50.0,13.712078828093766,8.532660549804048,6.684931331354919
50.0,inf,18.378593914816072,4.779735497762551,4.429690411626657

