date,Bx,By,Bz,Mx,My,Mz,dst
20000406 21:30,NaN,NaN,NaN,NaN,NaN,NaN,-261.00
20000406 22:30,NaN,NaN,NaN,NaN,NaN,NaN,-278.50
20000406 23:30,NaN,NaN,NaN,NaN,NaN,NaN,-279.00
20000407 00:30,NaN,NaN,NaN,NaN,NaN,NaN,-269.50
20000715 21:30,-270.85,-33.27,-26.76,-347.26,-36.88,30.34,-284.50
20000715 22:30,-222.33,-64.92,-17.65,-323.89,-103.79,33.95,-280.00
20000715 23:30,-220.44,-92.26,-14.15,-262.48,-94.35,34.32,-290.00
20000716 00:30,-238.51,-98.05,1.34,-306.10,-112.54,39.75,-300.00
20000716 01:30,-266.94,-87.25,24.20,-289.20,-92.77,41.81,-289.00
20000716 02:30,-256.87,-68.24,38.79,-250.95,-55.23,40.11,-268.50
20010331 11:30,-289.57,-68.25,40.64,-285.32,-50.31,54.72,-275.50
20010331 12:30,-266.38,-50.92,42.06,-253.38,-45.30,52.79,-254.00
20010331 17:30,-178.39,-72.77,32.01,-187.56,-7.79,34.90,-250.50
20010331 18:30,-182.61,-92.35,41.75,-193.20,-41.33,37.20,-261.50
20010331 19:30,-196.47,-96.78,49.19,-225.00,-52.53,39.35,-262.50
20010331 20:30,-210.09,-83.58,57.49,-236.13,-71.05,41.35,-270.00
20010331 21:30,-243.84,-81.91,60.24,-253.73,-70.52,43.96,-276.50
20010331 22:30,-249.26,-53.35,72.47,-253.74,-59.34,44.27,-251.00
20010411 23:30,-248.41,-57.36,9.93,-268.88,-121.79,34.16,-253.50
20011106 03:30,-305.24,-36.77,5.88,-402.50,-102.02,32.24,-275.00
20011106 04:30,-342.55,-63.78,11.14,-358.77,-110.14,50.27,-284.50
20011106 05:30,-329.46,-47.07,22.57,-324.60,-111.29,56.92,-290.00
20011106 06:30,-311.37,-35.60,30.21,-290.23,-87.93,55.35,-284.00
20011106 07:30,-285.52,-60.18,19.34,-275.02,-61.85,51.03,-276.00
20011106 08:30,-290.36,-53.30,30.08,-268.69,-30.41,48.43,-267.50
20031029 20:30,-263.55,-80.94,33.04,-248.97,-47.82,31.28,-260.50
20031029 21:30,-252.20,4.19,42.97,-244.34,-59.93,44.70,-274.50
20031030 03:30,-344.82,-83.78,29.88,-332.09,-65.41,71.73,-288.00
20031030 04:30,-293.71,-59.32,38.01,-266.96,-41.42,65.54,-258.50
20031030 20:30,-297.55,-52.44,8.20,-287.39,-43.60,53.23,-278.00
20031031 00:30,-297.47,-81.54,0.31,-359.02,-81.66,68.58,-276.50
20031120 16:30,-168.45,-94.37,8.80,-231.25,-7.04,6.24,-279.00
20031121 00:30,NaN,NaN,NaN,NaN,NaN,NaN,-282.50
20041108 09:30,-308.86,-38.54,42.63,-327.63,-19.62,44.62,-266.50
20041110 07:30,-299.66,-37.49,40.88,-343.85,-56.71,55.61,-258.50
20041110 08:30,-296.79,-4.55,42.74,-326.50,-13.37,52.70,-258.00
20041110 09:30,-272.67,-42.40,27.50,-266.04,-2.91,44.68,-260.50
