date,Bx,By,Bz,Mx,My,Mz,dst
19980504 04:30,NaN,NaN,NaN,NaN,NaN,NaN,-183.50
19980504 05:30,NaN,NaN,NaN,NaN,NaN,NaN,-198.50
19980504 06:30,NaN,NaN,NaN,NaN,NaN,NaN,-188.50
19980504 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-177.50
19980504 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-152.50
19980827 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-151.50
19980925 03:30,NaN,NaN,NaN,NaN,NaN,NaN,-161.00
19980925 04:30,NaN,NaN,NaN,NaN,NaN,NaN,-168.00
19980925 05:30,NaN,NaN,NaN,NaN,NaN,NaN,-167.50
19980925 06:30,NaN,NaN,NaN,NaN,NaN,NaN,-185.50
19980925 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-199.00
19980925 09:30,NaN,NaN,NaN,NaN,NaN,NaN,-200.00
19980925 10:30,NaN,NaN,NaN,NaN,NaN,NaN,-182.50
19980925 11:30,NaN,NaN,NaN,NaN,NaN,NaN,-159.50
19990922 23:30,-219.93,-12.89,2.06,-165.46,4.72,17.60,-164.00
19990923 00:30,-197.40,-11.06,19.29,-159.62,-0.70,16.13,-154.00
19991022 04:30,-195.93,-33.99,13.07,-147.84,1.36,12.82,-180.00
19991022 08:30,-255.43,17.74,22.65,-254.38,25.37,28.00,-195.00
19991022 09:30,-213.69,-0.09,25.13,-210.38,18.77,26.70,-183.50
19991022 10:30,-218.83,-4.35,20.25,-222.32,17.60,26.58,-181.00
19991022 11:30,-243.07,4.97,19.73,-246.49,14.41,27.86,-172.50
19991022 12:30,-218.71,5.08,29.02,-219.37,11.98,28.34,-154.00
20000406 19:30,-173.85,-7.18,9.52,-162.22,-10.09,25.61,-161.50
20000407 05:30,-202.88,-15.28,20.68,-216.97,-25.01,23.51,-196.00
20000407 06:30,-217.36,-22.24,14.72,-226.26,-26.81,23.46,-189.00
20000407 07:30,-210.32,-17.09,23.13,-212.90,-10.23,24.05,-171.50
20000407 08:30,-171.73,-18.42,31.46,-177.89,-10.37,24.09,-161.00
20000407 09:30,-185.96,-14.67,29.40,-187.06,-9.15,24.63,-164.00
20000407 10:30,-180.98,-21.12,25.08,-175.15,-15.59,24.58,-162.50
20000407 11:30,-173.57,-23.87,24.73,-166.09,-17.78,24.71,-159.50
20000407 12:30,-171.19,-19.18,26.83,-161.54,-18.09,25.12,-154.50
20000716 06:30,-222.63,-14.49,52.57,-213.56,-10.55,27.83,-186.50
20000716 07:30,-204.55,-17.26,53.88,-201.51,-13.06,28.29,-176.00
20000716 08:30,-205.04,-16.13,44.17,-202.37,-11.08,28.71,-169.50
20000716 09:30,-194.85,-10.92,43.10,-189.97,-9.86,28.50,-161.00
20000716 10:30,-185.20,-7.72,39.03,-179.14,-12.38,28.28,-152.50
20000812 06:30,NaN,NaN,NaN,NaN,NaN,NaN,-155.50
20000812 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-199.50
20000812 11:30,NaN,NaN,NaN,NaN,NaN,NaN,-184.00
20000812 12:30,NaN,NaN,NaN,NaN,NaN,NaN,-168.00
20000812 13:30,NaN,NaN,NaN,NaN,NaN,NaN,-160.50
20000812 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-156.50
20000812 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-152.50
20000917 22:30,-190.58,-31.41,-10.61,-137.33,-15.81,15.45,-186.00
20000917 23:30,-250.99,-39.45,7.53,-182.80,-20.21,16.49,-197.00
20000918 00:30,-182.55,-17.03,41.50,-118.85,-0.24,14.35,-187.50
20000918 01:30,-192.84,-32.28,29.36,-157.05,-6.13,14.31,-171.00
20000918 02:30,-151.27,-31.49,39.76,-143.75,-5.07,16.71,-157.00
20001005 05:30,-179.18,-37.97,20.03,-170.84,-27.59,22.97,-154.00
20001005 06:30,-227.96,-19.47,22.08,-230.44,-14.75,27.02,-170.50
20001005 07:30,-232.60,7.29,36.57,-227.34,-6.84,26.29,-164.00
20001005 12:30,-319.21,-8.71,7.31,-321.31,-4.63,33.95,-173.50
20001005 13:30,-292.11,-18.02,24.18,-283.96,-6.96,39.32,-172.50
20001005 14:30,-273.60,-5.11,37.88,-265.74,4.96,41.45,-165.50
20001005 15:30,-247.32,-6.08,38.72,-245.85,0.59,40.04,-158.50
20010401 02:30,NaN,NaN,NaN,NaN,NaN,NaN,-199.00
20010401 03:30,NaN,NaN,NaN,NaN,NaN,NaN,-187.00
20010401 04:30,NaN,NaN,NaN,NaN,NaN,NaN,-173.50
20010401 05:30,NaN,NaN,NaN,NaN,NaN,NaN,-163.50
20010401 06:30,NaN,NaN,NaN,NaN,NaN,NaN,-161.50
20010401 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-155.00
20010411 20:30,NaN,NaN,NaN,NaN,NaN,NaN,-176.00
20010412 02:30,NaN,NaN,NaN,NaN,NaN,NaN,-198.50
20010412 03:30,NaN,NaN,NaN,NaN,NaN,NaN,-178.50
20010412 04:30,NaN,NaN,NaN,NaN,NaN,NaN,-167.00
20010412 05:30,NaN,NaN,NaN,NaN,NaN,NaN,-163.00
20010412 06:30,NaN,NaN,NaN,NaN,NaN,NaN,-158.50
20010412 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-151.50
20011003 12:30,NaN,NaN,NaN,NaN,NaN,NaN,-155.00
20011003 13:30,NaN,NaN,NaN,NaN,NaN,NaN,-161.00
20011003 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-158.00
20011003 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-152.00
20011021 20:30,NaN,NaN,NaN,NaN,NaN,NaN,-178.50
20011021 21:30,NaN,NaN,NaN,NaN,NaN,NaN,-183.50
20011021 22:30,NaN,NaN,NaN,NaN,NaN,NaN,-182.00
20011021 23:30,NaN,NaN,NaN,NaN,NaN,NaN,-180.50
