date,Bx,By,Bz,Mx,My,Mz,dst
20000406 21:30,-225.11,49.36,83.57,-210.59,80.26,74.24,-261.00
20000406 22:30,-264.69,94.73,94.73,-246.66,131.43,85.02,-278.50
20000406 23:30,-251.54,121.89,102.41,-274.77,169.93,90.40,-279.00
20000407 00:30,-238.82,105.05,93.26,-271.75,127.59,90.96,-269.50
20000715 21:30,-256.75,34.29,84.57,-307.34,82.80,77.50,-284.50
20000715 22:30,-250.53,62.94,91.87,-290.98,123.12,82.86,-280.00
20000715 23:30,-234.75,65.62,95.10,-230.01,81.17,90.47,-290.00
20000716 00:30,-229.66,97.07,104.63,-244.50,106.49,94.33,-300.00
20000716 01:30,-207.92,85.45,92.19,-208.65,79.09,92.08,-289.00
20000716 02:30,-180.96,50.89,81.77,-185.34,40.56,89.42,-268.50
20010331 11:30,-168.92,39.96,66.92,-193.38,58.70,63.65,-275.50
20010331 12:30,-176.95,31.09,64.73,-178.33,37.28,60.50,-254.00
20010331 17:30,-231.64,31.66,124.98,-193.50,47.43,87.49,-250.50
20010331 18:30,-284.97,84.60,132.73,-250.77,104.58,94.42,-261.50
20010331 19:30,-269.62,80.07,117.44,-242.44,87.33,98.17,-262.50
20010331 20:30,-243.04,94.45,104.18,-230.83,112.79,96.94,-270.00
20010331 21:30,-246.38,63.81,90.62,-227.00,72.64,97.05,-276.50
20010331 22:30,-187.78,38.40,84.16,-201.26,43.20,91.81,-251.00
20010411 23:30,-235.36,88.43,92.13,-237.21,115.31,91.25,-253.50
20011106 03:30,-251.10,21.76,11.14,-336.48,51.92,48.70,-275.00
20011106 04:30,-191.72,69.37,21.96,-211.68,68.90,40.54,-284.50
20011106 05:30,-236.68,53.29,23.30,-224.87,55.83,41.12,-290.00
20011106 06:30,-243.93,39.84,28.51,-211.24,52.65,48.19,-284.00
20011106 07:30,-214.60,47.35,36.48,-191.78,56.83,55.10,-276.00
20011106 08:30,-184.68,31.54,43.07,-163.25,43.33,59.81,-267.50
20031029 20:30,-323.63,148.72,111.33,-263.41,192.60,101.97,-260.50
20031029 21:30,-284.70,92.29,102.89,-260.42,125.78,100.93,-274.50
20031030 03:30,-212.95,89.29,51.99,-203.58,75.47,79.28,-288.00
20031030 04:30,-235.66,58.10,56.96,-211.82,49.48,80.86,-258.50
20031030 20:30,-271.73,176.83,92.42,-216.97,210.57,98.91,-278.00
20031031 00:30,-264.52,71.38,91.59,-359.15,105.27,111.60,-276.50
20031120 16:30,-373.29,62.21,105.83,-305.56,61.56,109.23,-279.00
20031121 00:30,-275.58,92.59,110.63,-274.80,102.07,135.86,-282.50
20041108 09:30,-219.03,35.23,45.27,-198.71,42.13,77.18,-266.50
20041110 07:30,-163.45,2.37,26.44,-189.55,17.61,53.31,-258.50
20041110 08:30,-234.28,-73.54,16.28,-245.98,-23.48,57.51,-258.00
20041110 09:30,-262.48,-13.11,29.23,-247.06,-1.96,68.80,-260.50
