date,Bx,By,Bz,Mx,My,Mz,dst
19970421 22:30,-69.93,55.51,46.99,-63.67,58.31,34.04,-104.50
19970515 10:30,-91.31,1.68,5.10,-89.30,-3.02,7.15,-108.00
19970515 11:30,-118.68,7.19,10.23,-114.11,6.16,15.20,-114.50
19970515 12:30,-136.21,6.37,25.03,-121.86,-1.58,24.65,-113.00
19970515 13:30,-146.62,17.40,32.58,-127.28,13.35,29.93,-111.00
19970515 14:30,-151.41,4.41,35.94,-125.42,1.34,34.27,-109.00
19970515 15:30,-131.70,4.12,38.47,-117.32,1.60,33.51,-101.00
19971011 00:30,-93.19,75.67,33.98,-76.51,88.90,29.37,-112.50
19971011 01:30,-84.12,71.88,33.62,-76.25,66.65,29.54,-120.50
19971011 02:30,-64.21,66.83,28.09,-65.07,43.64,27.56,-126.50
19971011 03:30,-55.99,58.22,23.99,-57.74,42.14,26.33,-122.00
19971011 04:30,-49.78,37.08,19.45,-45.90,19.84,23.22,-109.50
19971011 05:30,-43.85,29.57,18.29,-41.15,19.59,21.77,-101.50
19971107 03:30,-41.67,1.00,11.03,-61.72,-9.18,15.45,-108.00
19971107 04:30,-52.93,-3.46,12.38,-59.79,-10.27,16.67,-103.50
19971123 03:30,-79.36,53.08,23.34,-71.35,44.17,22.76,-101.50
19971123 04:30,-61.54,45.75,19.50,-64.04,24.35,22.03,-101.00
19971123 05:30,-54.45,27.34,17.85,-59.42,6.89,21.78,-105.00
19971123 06:30,-57.57,16.48,16.32,-60.73,2.34,22.40,-106.50
19971123 11:30,-79.68,6.59,36.03,-75.75,3.92,29.53,-106.50
19971123 12:30,-92.50,12.56,40.52,-87.07,13.51,32.33,-102.00
19980310 18:30,-116.66,72.39,55.95,-90.07,82.72,32.05,-106.50
19980310 19:30,-126.05,53.35,49.59,-114.98,64.04,35.46,-111.50
19980310 20:30,-116.92,77.03,49.63,-98.37,87.50,38.20,-115.50
19980310 21:30,-118.46,46.50,42.99,-111.84,48.20,38.37,-114.50
19980310 22:30,-67.65,54.66,41.61,-68.98,45.35,37.78,-114.00
19980310 23:30,-57.18,60.32,35.28,-56.74,54.72,34.81,-110.50
19980311 00:30,-78.65,46.18,31.40,-74.13,45.87,32.71,-103.00
19980504 03:30,43.82,39.93,18.94,-21.71,-6.03,20.19,-119.00
19980504 09:30,-127.89,21.49,8.26,-121.33,35.38,31.00,-130.00
19980504 10:30,-128.07,14.68,15.75,-114.80,27.53,29.16,-130.50
19980504 11:30,-150.01,8.22,22.34,-131.05,19.95,31.81,-137.50
19980504 12:30,-151.97,9.82,28.49,-139.06,17.19,37.88,-125.00
19980504 13:30,-115.28,9.54,37.84,-103.39,10.21,37.80,-108.00
19980504 14:30,-104.68,12.92,35.62,-98.87,11.52,37.01,-107.50
19980504 15:30,-98.93,7.89,38.95,-89.46,6.51,38.17,-113.00
19980504 16:30,-102.78,13.65,39.43,-87.75,19.17,39.01,-114.50
19980504 17:30,-93.36,20.30,43.39,-79.28,25.26,39.03,-110.50
19980504 18:30,-87.73,13.35,41.38,-80.36,13.06,37.66,-107.00
19980504 19:30,-79.87,7.99,37.89,-78.12,5.82,36.73,-103.50
19980505 03:30,-28.92,29.25,32.99,-55.55,7.12,31.36,-104.00
19980505 04:30,-51.80,36.62,26.05,-74.87,17.74,31.09,-116.50
19980505 05:30,-58.60,36.21,25.25,-61.09,28.57,31.88,-109.50
19980505 06:30,-86.90,34.90,22.85,-82.85,26.33,31.20,-104.50
19980505 07:30,-93.83,35.60,27.80,-82.49,27.54,32.77,-106.50
19980505 08:30,-103.16,27.69,34.32,-86.97,23.86,34.11,-108.00
19980505 09:30,-115.50,15.23,35.54,-96.72,15.94,35.23,-105.50
19980505 10:30,-118.87,11.67,33.56,-97.89,16.00,35.60,-103.00
19980505 15:30,-91.31,-0.89,55.61,-72.30,6.95,46.49,-104.50
19980505 16:30,-74.73,3.66,50.61,-71.05,6.26,45.02,-101.00
19980806 09:30,-125.49,26.51,12.68,-97.32,26.90,22.83,-101.50
19980806 10:30,-138.28,10.06,13.93,-129.73,12.98,28.87,-125.00
19980806 11:30,-126.88,11.46,18.65,-129.60,2.07,32.83,-135.50
19980806 12:30,-139.76,-1.45,19.71,-138.70,-24.22,37.74,-128.00
19980806 13:30,-118.95,1.00,27.65,-122.72,-12.87,36.73,-116.50
19980806 14:30,-98.20,5.78,31.97,-104.02,2.08,31.99,-109.50
19980806 15:30,-108.95,0.71,27.34,-100.79,3.55,29.77,-110.00
19980806 16:30,-115.70,-0.81,30.43,-105.39,6.06,29.97,-110.50
19980806 17:30,-107.84,0.26,31.91,-97.87,4.77,30.80,-108.00
19980806 18:30,-96.07,1.96,32.14,-86.90,3.86,31.76,-102.50
19980807 05:30,-68.56,4.36,23.28,-80.71,4.23,26.65,-102.50
19980827 00:30,-46.41,28.56,23.98,-80.12,26.49,25.91,-104.50
19980827 01:30,-76.74,53.61,20.74,-84.89,66.68,26.14,-121.50
19980827 02:30,-35.92,66.42,30.28,-45.52,57.04,28.47,-136.50
