date,Bx,By,Bz,Mx,My,Mz,dst
20000406 21:30,NaN,NaN,NaN,NaN,NaN,NaN,-261.00
20000406 22:30,NaN,NaN,NaN,NaN,NaN,NaN,-278.50
20000406 23:30,NaN,NaN,NaN,NaN,NaN,NaN,-279.00
20000407 00:30,NaN,NaN,NaN,NaN,NaN,NaN,-269.50
20000715 21:30,-459.85,44.86,165.83,-403.89,21.90,33.00,-284.50
20000715 22:30,-439.04,31.18,102.63,-415.85,66.88,41.06,-280.00
20000715 23:30,-420.44,2.59,81.32,-399.59,21.22,44.07,-290.00
20000716 00:30,-409.21,9.80,58.56,-417.50,39.52,45.45,-300.00
20000716 01:30,-355.00,8.66,27.25,-343.13,18.64,44.85,-289.00
20000716 02:30,-306.35,-1.66,10.23,-295.31,-8.48,40.78,-268.50
20010331 11:30,-264.25,36.70,1.43,-271.16,14.41,31.92,-275.50
20010331 12:30,-214.99,37.07,-16.45,-229.77,24.66,29.82,-254.00
20010331 17:30,-316.91,27.80,29.76,-283.95,-30.35,34.27,-250.50
20010331 18:30,-381.58,39.45,48.42,-370.81,32.78,38.15,-261.50
20010331 19:30,-375.45,39.42,46.14,-346.10,41.39,42.11,-262.50
20010331 20:30,-366.74,17.51,37.24,-366.24,46.69,43.04,-270.00
20010331 21:30,-349.95,27.44,19.44,-351.54,40.12,42.49,-276.50
20010331 22:30,-298.35,10.32,10.13,-286.13,26.06,38.94,-251.00
20010411 23:30,NaN,NaN,NaN,NaN,NaN,NaN,-253.50
20011106 03:30,-331.62,12.25,83.64,-315.30,121.56,7.61,-275.00
20011106 04:30,-328.50,54.70,36.86,-239.13,107.12,14.46,-284.50
20011106 05:30,-347.74,7.63,54.85,-278.70,97.49,17.00,-290.00
20011106 06:30,-327.56,-0.93,33.04,-293.75,50.86,20.14,-284.00
20011106 07:30,-296.21,14.71,12.57,-281.44,18.07,23.39,-276.00
20011106 08:30,-266.98,6.14,3.33,-253.42,-18.88,25.67,-267.50
20031029 20:30,-502.86,63.07,113.43,-465.34,26.76,37.58,-260.50
20031029 21:30,-446.13,31.71,68.81,-406.00,48.54,37.60,-274.50
20031030 03:30,-341.61,28.09,15.08,-279.59,31.07,46.28,-288.00
20031030 04:30,-298.62,14.12,4.48,-264.20,25.46,44.49,-258.50
20031030 20:30,-435.96,17.36,116.73,-446.88,-21.11,41.85,-278.00
20031031 00:30,-349.91,53.55,-19.50,-360.33,132.68,45.65,-276.50
20031120 16:30,-346.69,79.64,81.33,-371.46,-43.97,35.84,-279.00
20031121 00:30,-379.60,53.30,0.46,-373.04,66.59,52.53,-282.50
20041108 09:30,-212.13,-61.70,26.98,-242.51,-60.07,34.79,-266.50
20041110 07:30,-204.82,-12.08,43.76,-152.08,12.66,30.11,-258.50
20041110 08:30,-129.59,-54.65,25.55,-146.41,5.03,25.65,-258.00
20041110 09:30,-167.19,-44.17,50.14,-213.75,-22.80,25.22,-260.50
