date,Bx,By,Bz,Mx,My,Mz,dst
19970110 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-52.50
19970110 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-71.00
19970110 09:30,NaN,NaN,NaN,NaN,NaN,NaN,-75.50
19970110 10:30,NaN,NaN,NaN,NaN,NaN,NaN,-65.50
19970110 11:30,NaN,NaN,NaN,NaN,NaN,NaN,-59.00
19970110 12:30,NaN,NaN,NaN,NaN,NaN,NaN,-62.00
19970110 13:30,NaN,NaN,NaN,NaN,NaN,NaN,-62.00
19970110 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-61.00
19970110 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-60.50
19970110 16:30,NaN,NaN,NaN,NaN,NaN,NaN,-56.50
19970110 17:30,NaN,NaN,NaN,NaN,NaN,NaN,-51.00
19970209 18:30,-60.08,24.74,54.01,-39.44,26.38,20.60,-51.50
19970209 19:30,-55.16,49.60,58.44,-35.70,51.48,25.65,-55.00
19970209 20:30,-66.24,43.50,36.68,-37.01,42.17,29.23,-56.00
19970209 21:30,-42.06,59.60,46.02,-27.11,41.25,29.33,-51.00
19970210 05:30,-38.06,-7.95,22.65,-39.70,0.04,18.47,-51.50
19970210 06:30,-31.60,-28.85,18.35,-43.45,-13.94,18.25,-55.50
19970210 07:30,-35.92,-2.20,21.07,-38.03,-1.88,18.89,-58.50
19970210 08:30,-43.65,-5.43,20.61,-39.25,-5.07,20.35,-61.50
19970210 09:30,-56.99,-13.92,18.73,-46.18,-13.59,21.95,-65.50
19970210 10:30,-64.91,-7.93,19.68,-48.75,-7.69,23.85,-68.00
19970210 11:30,-65.06,-5.40,28.24,-48.47,-4.57,25.31,-66.50
19970210 12:30,-74.04,-6.16,34.92,-52.02,-5.30,27.39,-63.00
19970210 13:30,-75.36,-7.75,42.22,-53.06,-2.63,29.04,-60.50
19970210 14:30,-70.15,-2.76,49.92,-49.68,6.52,30.74,-60.00
19970210 15:30,-71.72,4.03,55.56,-47.82,13.19,32.65,-59.50
19970210 16:30,-68.39,7.55,59.37,-44.96,14.00,34.69,-59.00
19970210 17:30,-73.27,16.87,63.69,-45.46,20.03,36.23,-59.00
19970210 18:30,-67.37,33.71,63.92,-38.91,31.73,37.35,-56.00
19970210 19:30,-69.67,46.08,59.37,-37.93,41.65,38.00,-52.50
19970211 08:30,-28.72,-6.53,20.60,-27.36,-6.07,17.81,-54.50
19970211 09:30,-42.67,-9.72,23.66,-36.56,-11.37,19.86,-60.00
19970211 10:30,-47.02,-8.60,26.77,-40.25,-11.15,20.26,-54.50
19970217 07:30,-12.69,3.71,12.50,-23.56,3.17,13.67,-52.50
19970217 08:30,-24.23,2.66,14.21,-27.90,2.10,14.66,-52.00
19970227 22:30,-40.26,80.23,5.32,-21.82,73.20,21.11,-73.50
19970227 23:30,-75.02,140.64,2.09,-24.73,125.01,25.99,-81.00
19970228 00:30,-52.21,50.52,12.48,-40.40,47.26,25.79,-70.00
19970228 01:30,-28.51,62.54,19.33,-25.05,44.95,22.47,-65.50
19970228 02:30,-12.33,28.51,4.92,-32.42,18.85,19.30,-65.50
19970228 03:30,-32.30,22.24,2.95,-37.19,17.54,17.46,-63.50
19970228 04:30,-25.78,35.58,15.21,-35.10,19.58,17.68,-64.00
19970228 05:30,-48.06,-10.03,-2.83,-54.31,-13.81,16.62,-60.50
19970228 06:30,-21.14,-3.41,2.48,-27.82,-9.75,15.24,-55.00
19970228 07:30,-18.40,-8.61,8.79,-24.07,-9.60,14.39,-54.00
19970228 08:30,-26.69,4.37,14.58,-22.29,-0.34,15.08,-54.50
19970228 09:30,-38.92,8.50,16.61,-27.76,3.36,16.72,-54.50
19970228 10:30,-49.19,11.28,19.32,-31.87,8.82,19.12,-54.50
19970228 11:30,-44.66,10.59,21.45,-33.11,8.57,20.19,-55.00
19970228 12:30,-42.14,6.26,19.85,-38.60,4.49,20.51,-50.50
19970228 17:30,-37.60,16.77,40.05,-26.74,16.49,19.38,-54.00
19970228 18:30,-43.63,13.07,39.31,-33.80,12.43,21.11,-51.50
19970328 21:30,-35.11,33.00,30.91,-21.01,31.14,21.91,-54.00
19970328 22:30,-37.85,33.08,31.93,-22.81,33.60,23.27,-60.50
19970328 23:30,-39.01,38.98,33.86,-24.50,42.68,24.39,-62.50
19970329 00:30,-37.47,46.28,33.17,-23.79,43.17,24.40,-59.00
19970329 01:30,-30.78,34.21,29.73,-23.38,30.95,22.48,-53.00
19970411 01:30,-3.86,89.89,11.40,-2.25,65.14,15.83,-67.50
19970411 02:30,-17.84,91.28,0.63,-17.22,68.48,17.37,-73.50
19970411 03:30,-45.72,48.61,-12.77,-38.58,29.14,17.03,-77.50
