date,Bx,By,Bz,Mx,My,Mz,dst
20000406 21:30,-157.47,53.75,84.97,-137.31,79.66,84.14,-261.00
20000406 22:30,-223.27,101.95,66.97,-167.80,134.70,96.99,-278.50
20000406 23:30,-266.01,149.47,-2.28,-197.37,183.81,104.47,-279.00
20000407 00:30,-291.82,113.57,-45.80,-216.88,146.16,106.68,-269.50
20000715 21:30,-249.36,-8.33,-61.75,-226.99,74.05,85.51,-284.50
20000715 22:30,-283.76,80.29,-57.93,-213.06,123.27,93.77,-280.00
20000715 23:30,-154.60,61.88,37.11,-146.54,84.14,101.13,-290.00
20000716 00:30,-174.31,134.55,52.94,-172.87,114.87,105.61,-300.00
20000716 01:30,-156.26,103.18,48.24,-152.67,84.44,103.45,-289.00
20000716 02:30,-126.61,46.28,70.20,-132.67,42.35,100.16,-268.50
20010331 11:30,-158.46,55.74,68.61,-158.86,59.09,78.23,-275.50
20010331 12:30,-164.20,37.10,73.70,-152.96,38.02,74.75,-254.00
20010331 17:30,-16.18,-23.59,239.29,-126.48,40.68,99.79,-250.50
20010331 18:30,-144.35,40.88,198.83,-165.46,101.40,108.55,-261.50
20010331 19:30,-185.32,71.99,158.61,-171.25,84.16,113.29,-262.50
20010331 20:30,-218.21,117.95,78.18,-162.44,115.79,112.21,-270.00
20010331 21:30,-187.12,69.65,96.96,-167.11,77.21,112.68,-276.50
20010331 22:30,-155.47,24.04,57.30,-157.25,46.65,107.09,-251.00
20010411 23:30,-197.37,90.34,43.47,-171.95,123.12,104.36,-253.50
20011106 03:30,-385.78,42.89,-274.26,-318.48,62.70,68.68,-275.00
20011106 04:30,-207.37,81.82,-161.78,-223.53,83.83,60.14,-284.50
20011106 05:30,-228.50,66.39,-87.03,-212.06,68.93,59.78,-290.00
20011106 06:30,-217.04,56.85,-14.99,-180.64,62.15,66.18,-284.00
20011106 07:30,-183.37,70.01,23.88,-156.99,62.07,72.10,-276.00
20011106 08:30,-144.21,51.01,40.43,-134.02,45.92,75.73,-267.50
20031029 20:30,-279.07,183.08,113.55,-178.40,200.30,119.21,-260.50
20031029 21:30,-246.25,113.55,100.60,-196.93,136.33,118.64,-274.50
20031030 03:30,-171.13,109.09,-40.95,-179.71,78.87,97.30,-288.00
20031030 04:30,-176.72,65.21,34.82,-173.47,46.27,98.57,-258.50
20031030 20:30,-248.37,239.96,42.75,-147.67,220.32,113.55,-278.00
20031031 00:30,-505.44,65.12,-130.03,-310.49,106.01,136.61,-276.50
20031120 16:30,-168.32,60.83,312.46,-201.79,45.76,129.34,-279.00
20031121 00:30,-225.38,87.99,115.44,-218.82,104.72,160.53,-282.50
20041108 09:30,-198.42,53.25,66.30,-156.25,29.02,93.76,-266.50
20041110 07:30,-202.76,-19.07,-51.60,-188.67,11.98,69.08,-258.50
20041110 08:30,-324.37,-92.36,-65.80,-229.70,-41.41,75.99,-258.00
20041110 09:30,-294.54,13.68,20.23,-197.42,-21.64,88.65,-260.50
