date,Bx,By,Bz,Mx,My,Mz,dst
19980925 08:30,-134.35,87.20,-1.08,-151.71,72.16,-9.43,-201.50
19991022 05:30,-97.04,83.07,-26.41,-157.97,47.87,-11.93,-221.00
19991022 06:30,-129.71,86.15,-31.30,-186.45,60.82,-11.53,-232.50
19991022 07:30,-112.62,87.92,-10.18,-190.85,96.69,-6.03,-217.00
20000406 20:30,-269.43,40.53,-61.25,-215.99,72.45,-48.36,-215.00
20000407 01:30,-230.17,75.94,-38.75,-261.91,63.66,-58.37,-237.00
20000407 02:30,-243.99,44.77,-36.76,-241.40,43.44,-57.14,-211.50
20000407 03:30,-213.65,20.34,-32.12,-209.34,21.71,-57.14,-204.50
20000407 04:30,-219.62,35.87,-36.40,-210.32,35.96,-56.80,-206.00
20000715 20:30,-314.11,2.02,-58.60,-254.36,58.36,-31.82,-243.00
20000716 03:30,-256.32,69.39,-43.20,-249.03,61.95,-53.35,-245.50
20000716 04:30,-220.34,63.86,-35.91,-206.36,59.20,-51.25,-220.00
20000716 05:30,-189.17,59.72,-26.07,-179.33,61.27,-49.48,-201.50
20000812 08:30,-164.90,113.40,-38.91,-173.52,101.19,-29.78,-218.50
20000812 09:30,-186.81,139.20,-45.57,-199.41,115.29,-32.17,-229.00
20000812 10:30,-185.84,108.39,-43.33,-197.91,107.45,-35.78,-207.50
20010331 05:30,-139.21,51.91,-51.28,-140.44,-27.14,-28.27,-209.00
20010331 13:30,-268.06,73.29,-33.34,-233.76,43.92,-45.13,-234.50
20010331 14:30,-216.03,57.79,-29.16,-196.81,35.43,-47.76,-221.00
20010331 15:30,-220.28,67.46,-43.33,-242.02,55.43,-46.59,-218.00
20010331 16:30,-272.99,96.41,-63.32,-263.59,78.37,-52.94,-230.50
20010331 23:30,-210.78,53.60,-39.28,-206.49,33.81,-63.60,-230.50
20010401 00:30,-211.39,53.50,-36.49,-207.13,44.33,-59.00,-220.50
20010401 01:30,-203.54,54.11,-35.98,-191.48,42.85,-57.08,-209.00
20010411 21:30,-303.82,3.38,-66.89,-306.42,40.72,-59.92,-210.00
20010411 22:30,-258.15,48.54,-65.88,-256.24,1.85,-66.55,-243.00
20010412 00:30,-170.80,84.19,-50.61,-220.43,74.14,-61.57,-225.50
20010412 01:30,-153.76,75.04,-27.96,-182.81,85.87,-51.43,-212.50
20011106 09:30,-261.81,92.76,-38.31,-204.21,48.15,-40.76,-247.00
20011106 10:30,-238.52,77.50,-39.58,-191.47,51.03,-40.85,-224.00
20011106 11:30,-202.97,71.43,-31.19,-176.66,54.33,-41.79,-206.50
20011106 14:30,-202.00,67.53,-39.98,-175.09,66.26,-47.37,-212.50
20011106 15:30,-222.50,60.87,-50.92,-193.38,67.14,-53.14,-214.00
20011124 14:30,-244.18,119.02,-70.03,-199.44,94.03,-53.81,-206.50
20011124 15:30,-291.80,62.50,-82.33,-212.99,33.83,-63.04,-216.00
20011124 16:30,-237.20,59.28,-63.58,-197.47,45.96,-63.57,-218.50
20011124 17:30,-208.21,78.60,-55.26,-184.74,57.62,-59.02,-210.50
20031029 19:30,-290.79,-39.79,-71.32,-242.80,12.74,-77.75,-233.00
20031030 05:30,-247.63,5.86,-46.00,-226.35,52.71,-61.67,-232.00
20031030 06:30,-249.55,16.69,-43.33,-209.25,52.59,-61.62,-211.50
20031031 01:30,-163.12,61.96,-38.99,-209.01,26.83,-82.92,-245.00
20031031 02:30,-222.71,21.76,-38.18,-237.98,20.93,-75.44,-242.50
20031031 03:30,-245.01,19.12,-46.30,-238.43,30.29,-74.67,-218.50
20031121 01:30,-241.33,40.75,-67.25,-251.25,30.55,-103.11,-243.00
20031121 02:30,-229.57,41.20,-63.96,-223.87,23.50,-94.43,-212.00
20041108 01:30,NaN,NaN,NaN,NaN,NaN,NaN,-205.00
20041108 02:30,NaN,NaN,NaN,NaN,NaN,NaN,-248.00
20041108 10:30,NaN,NaN,NaN,NaN,NaN,NaN,-224.50
20041110 05:30,NaN,NaN,NaN,NaN,NaN,NaN,-218.50
20041110 06:30,NaN,NaN,NaN,NaN,NaN,NaN,-249.50
20041110 10:30,NaN,NaN,NaN,NaN,NaN,NaN,-247.50
20041110 11:30,NaN,NaN,NaN,NaN,NaN,NaN,-233.00
20041110 12:30,NaN,NaN,NaN,NaN,NaN,NaN,-220.00
20050515 07:30,-167.66,161.31,-72.70,-185.42,138.02,-23.74,-238.00
20050515 08:30,-125.41,133.09,-69.95,-192.45,144.65,-16.22,-234.50
20050515 09:30,-118.45,107.37,-47.89,-192.83,111.44,-17.62,-203.00
20150317 21:30,-196.38,29.65,-49.30,-198.96,-4.77,-63.67,-216.00
20150317 22:30,-219.09,33.85,-53.21,-218.06,14.65,-62.55,-229.50
20150317 23:30,-157.26,14.81,-45.56,-179.05,12.56,-53.53,-212.50
