date,Bx,By,Bz,Mx,My,Mz,dst
19980504 04:30,-73.81,179.24,-32.02,-132.27,147.24,-10.23,-183.50
19980504 05:30,-81.78,203.29,-35.26,-144.76,155.40,-15.06,-198.50
19980504 06:30,-99.47,123.61,-9.64,-152.28,103.96,-12.50,-188.50
19980504 07:30,-120.93,98.77,-3.09,-157.02,58.22,-19.12,-177.50
19980504 08:30,-141.48,68.56,-6.75,-149.31,39.45,-22.15,-152.50
19980827 08:30,-155.09,110.19,-18.14,-111.91,96.96,-26.07,-151.50
19980925 03:30,-79.96,36.93,-13.27,-127.12,50.52,-11.91,-161.00
19980925 04:30,-109.42,34.20,-15.51,-143.13,17.86,-12.65,-168.00
19980925 05:30,-114.38,50.09,-15.14,-147.09,30.79,-13.58,-167.50
19980925 06:30,-95.60,129.20,-11.61,-116.59,90.63,-6.85,-185.50
19980925 07:30,-104.99,109.85,6.08,-131.16,72.14,-3.74,-199.00
19980925 09:30,-167.81,102.85,-14.85,-162.48,94.40,-20.87,-200.00
19980925 10:30,-168.04,104.85,-20.55,-167.55,94.43,-29.61,-182.50
19980925 11:30,-191.41,110.22,-21.01,-170.35,82.40,-40.06,-159.50
19990922 23:30,-182.98,19.59,-40.46,-207.06,32.20,-35.30,-164.00
19990923 00:30,-141.05,29.26,-38.17,-162.50,32.42,-31.89,-154.00
19991022 04:30,-45.21,64.11,-17.16,-117.76,76.97,-12.45,-180.00
19991022 08:30,-141.05,68.82,-18.16,-183.29,61.82,-12.30,-195.00
19991022 09:30,-156.74,67.15,-19.57,-164.66,44.21,-19.38,-183.50
19991022 10:30,-186.42,70.00,-23.12,-163.02,59.56,-22.26,-181.00
19991022 11:30,-215.80,75.44,-20.57,-170.36,69.69,-29.66,-172.50
19991022 12:30,-200.75,65.91,-19.35,-161.01,59.16,-34.45,-154.00
20000406 19:30,-193.46,39.38,-43.04,-163.39,66.70,-32.81,-161.50
20000407 05:30,-199.93,44.23,-40.98,-186.57,37.82,-55.69,-196.00
20000407 06:30,-180.83,58.91,-36.55,-184.28,52.22,-53.81,-189.00
20000407 07:30,-172.13,47.20,-30.15,-177.27,53.03,-49.93,-171.50
20000407 08:30,-151.34,23.21,-18.05,-151.10,41.05,-47.55,-161.00
20000407 09:30,-166.80,33.83,-17.92,-159.01,43.33,-47.83,-164.00
20000407 10:30,-172.88,34.77,-20.23,-150.72,37.42,-48.52,-162.50
20000407 11:30,-171.59,25.01,-23.27,-142.71,31.84,-48.85,-159.50
20000407 12:30,-160.95,19.45,-19.93,-139.06,26.41,-49.07,-154.50
20000716 06:30,-172.87,50.92,-17.00,-174.79,56.76,-48.74,-186.50
20000716 07:30,-158.01,48.25,-13.46,-166.17,54.79,-48.26,-176.00
20000716 08:30,-155.78,52.84,-16.82,-166.71,57.36,-48.18,-169.50
20000716 09:30,-147.57,43.43,-20.19,-160.90,55.53,-48.09,-161.00
20000716 10:30,-150.08,32.47,-21.76,-153.12,50.19,-48.04,-152.50
20000812 06:30,-72.72,82.16,-19.95,-90.69,53.57,-19.57,-155.50
20000812 07:30,-151.06,112.29,-33.48,-157.32,82.71,-26.72,-199.50
20000812 11:30,-182.12,102.52,-33.17,-183.62,98.74,-41.43,-184.00
20000812 12:30,-180.86,100.22,-31.13,-178.98,84.89,-44.26,-168.00
20000812 13:30,-171.44,83.72,-31.63,-179.38,53.35,-43.66,-160.50
20000812 14:30,-205.85,93.20,-36.17,-216.09,63.44,-53.39,-156.50
20000812 15:30,-187.91,88.63,-35.23,-211.63,62.44,-55.47,-152.50
20000917 22:30,-155.55,41.27,-34.46,-168.11,38.72,-30.40,-186.00
20000917 23:30,-219.75,19.16,-58.33,-216.79,1.24,-47.21,-197.00
20000918 00:30,-172.63,-6.91,-45.95,-212.21,-12.77,-43.57,-187.50
20000918 01:30,-165.19,32.78,-40.14,-179.66,29.20,-39.88,-171.00
20000918 02:30,-167.05,20.29,-39.38,-164.22,19.41,-41.68,-157.00
20001005 05:30,-82.21,57.48,-30.04,-101.76,40.07,-35.87,-154.00
20001005 06:30,-64.46,69.83,-22.26,-95.51,44.03,-30.20,-170.50
20001005 07:30,-68.70,118.08,-29.75,-126.60,67.11,-27.01,-164.00
20001005 12:30,-204.21,93.38,-55.30,-173.47,104.41,-53.78,-173.50
20001005 13:30,-204.73,60.93,-53.00,-185.22,68.07,-59.77,-172.50
20001005 14:30,-211.15,58.83,-60.38,-208.09,55.51,-63.99,-165.50
20001005 15:30,-234.99,55.90,-63.83,-200.03,57.98,-70.76,-158.50
20010401 02:30,-200.64,49.24,-38.21,-178.54,41.92,-55.55,-199.00
20010401 03:30,-187.18,46.66,-35.55,-166.76,47.46,-54.01,-187.00
20010401 04:30,-167.29,49.00,-30.20,-154.34,53.18,-54.10,-173.50
20010401 05:30,-141.31,44.42,-25.54,-142.42,50.57,-52.28,-163.50
20010401 06:30,-123.63,70.76,-26.04,-135.74,69.77,-49.64,-161.50
20010401 07:30,-119.01,70.46,-27.42,-133.11,69.29,-45.72,-155.00
20010411 20:30,-254.16,20.79,-60.45,-236.68,37.22,-52.16,-176.00
20010412 02:30,-168.47,66.11,-34.89,-178.08,74.60,-51.70,-198.50
20010412 03:30,-155.17,96.72,-40.24,-155.20,89.58,-50.54,-178.50
20010412 04:30,-140.53,76.61,-32.77,-135.20,68.21,-47.50,-167.00
20010412 05:30,-137.36,55.57,-29.53,-135.18,54.76,-45.09,-163.00
20010412 06:30,-146.45,53.69,-36.73,-141.50,50.29,-45.93,-158.50
20010412 07:30,-148.26,63.23,-42.37,-137.68,57.41,-45.08,-151.50
20011003 12:30,-186.48,86.42,-61.56,-183.06,122.73,-110.90,-155.00
20011003 13:30,-188.35,85.44,-62.47,-199.77,136.60,-116.80,-161.00
20011003 14:30,-201.40,77.56,-60.38,-197.97,125.63,-121.39,-158.00
20011003 15:30,-191.27,73.27,-52.72,-180.93,113.87,-124.22,-152.00
20011021 20:30,-229.50,44.44,-63.31,-178.88,49.54,-65.97,-178.50
20011021 21:30,-216.11,16.54,-56.81,-186.80,15.58,-66.60,-183.50
20011021 22:30,-185.02,1.49,-40.85,-184.48,11.22,-62.70,-182.00
20011021 23:30,-146.93,19.12,-41.87,-159.56,7.61,-62.66,-180.50
20011022 00:30,-124.65,16.53,-33.65,-135.16,-11.09,-61.46,-175.00
20011022 01:30,-156.23,-9.07,-37.59,-150.34,-14.18,-60.07,-170.50
20011022 02:30,-154.90,17.37,-43.99,-144.35,5.63,-58.48,-163.00
20011022 03:30,-142.49,9.61,-39.55,-136.22,2.18,-54.63,-161.00
20011022 04:30,-138.81,10.50,-28.61,-140.24,11.32,-49.83,-162.00
20011022 05:30,-150.57,21.70,-16.92,-144.04,14.32,-47.37,-158.00
20011022 06:30,-151.33,47.22,-15.43,-142.75,20.43,-45.70,-155.50
20011022 19:30,-191.36,46.73,-48.81,-163.57,22.18,-69.83,-153.00
20011022 20:30,-188.51,39.49,-49.44,-161.53,26.83,-71.37,-156.50
20011022 21:30,-175.04,21.59,-41.94,-155.67,26.43,-69.83,-157.00
20011022 22:30,-133.03,49.54,-37.95,-144.11,30.96,-63.90,-154.50
20011022 23:30,-139.96,25.14,-31.99,-141.76,20.42,-60.86,-159.50
20011028 10:30,-127.81,70.53,-38.77,-109.71,90.95,-30.03,-153.00
20011028 11:30,-146.45,73.01,-30.39,-123.38,79.27,-34.56,-151.50
20011106 02:30,-82.38,28.39,-30.10,-118.05,-17.60,-44.66,-185.00
20011106 12:30,-190.73,63.31,-30.99,-170.81,43.89,-42.72,-191.50
20011106 13:30,-170.63,59.68,-30.30,-149.91,42.25,-43.13,-195.00
20011106 16:30,-223.06,41.24,-50.84,-194.33,42.46,-57.33,-198.50
20011106 17:30,-206.45,46.35,-49.26,-172.45,23.93,-61.29,-182.00
20011106 18:30,-187.76,42.11,-46.84,-167.58,21.95,-60.58,-164.00
20011106 19:30,-139.13,33.25,-35.88,-135.15,29.65,-57.03,-157.50
20011106 20:30,-170.60,34.87,-37.91,-160.45,12.06,-57.13,-170.00
20011106 21:30,-162.27,29.96,-39.49,-158.02,24.57,-56.21,-174.50
20011106 22:30,-136.01,35.93,-31.56,-142.38,27.12,-52.28,-173.00
20011106 23:30,-153.65,32.33,-32.57,-144.61,19.57,-52.23,-169.00
20011107 00:30,-142.36,38.00,-37.60,-144.94,28.15,-51.88,-160.50
20011107 01:30,-133.06,22.00,-30.37,-132.80,17.36,-49.10,-154.00
20011124 11:30,-118.85,49.85,-14.95,-78.74,50.14,-17.20,-164.00
20011124 12:30,-164.93,107.01,-29.62,-145.52,124.74,-27.18,-187.50
20011124 13:30,-214.44,126.98,-54.27,-169.75,79.72,-40.59,-190.50
20011124 18:30,-193.96,65.14,-49.84,-175.92,52.77,-55.07,-196.00
20011124 19:30,-177.28,48.21,-42.49,-164.02,42.45,-51.78,-182.00
20011124 20:30,-169.99,43.75,-38.21,-157.41,39.03,-50.35,-174.50
20011124 21:30,-163.56,41.86,-36.16,-151.18,35.86,-48.31,-162.50
20011124 22:30,-139.85,37.93,-32.27,-135.79,35.49,-46.70,-151.50
20020907 22:30,-169.16,31.20,-38.94,-147.80,21.42,-49.44,-163.00
20020907 23:30,-171.38,26.04,-38.67,-153.99,11.21,-49.89,-179.00
20020908 00:30,-177.17,19.99,-38.26,-167.43,2.98,-49.14,-173.00
20020908 01:30,-122.56,29.73,-32.46,-140.73,0.66,-43.11,-158.50
20020908 02:30,-113.39,21.22,-22.88,-121.44,21.49,-33.25,-152.50
20020908 03:30,-124.74,12.32,-22.45,-126.11,17.95,-29.06,-151.00
20021001 12:30,-147.22,60.79,-53.39,-149.45,100.34,-31.81,-152.00
20021001 14:30,-182.27,69.66,-56.10,-171.04,82.12,-50.50,-164.00
20021001 15:30,-185.45,60.90,-45.80,-181.50,60.49,-53.79,-175.00
20021001 16:30,-183.46,55.07,-46.89,-155.14,57.69,-51.91,-165.50
20021001 17:30,-181.03,67.35,-46.13,-155.84,36.54,-53.11,-156.50
20021001 18:30,-190.42,63.49,-50.84,-166.24,35.91,-55.44,-159.00
20021001 19:30,-189.58,47.12,-46.60,-165.45,32.98,-56.20,-161.00
20021001 20:30,-200.45,36.10,-45.48,-173.08,29.19,-57.54,-159.00
20021002 02:30,-95.06,13.96,-21.56,-101.75,17.17,-28.39,-153.00
20021002 03:30,-102.78,26.73,-26.40,-113.85,19.84,-25.49,-157.50
20021002 04:30,-110.30,33.88,-23.61,-123.67,39.11,-25.16,-157.50
20021002 05:30,-120.60,42.70,-20.27,-122.72,44.39,-24.22,-157.00
20021002 06:30,-110.53,58.62,-13.18,-109.39,56.51,-23.29,-158.50
20021002 07:30,-96.05,76.61,-12.76,-101.10,61.62,-21.87,-153.00
20031029 09:30,-143.18,70.37,-40.33,-153.20,86.56,-51.60,-151.00
20031029 18:30,-242.47,13.08,-62.78,-215.09,59.60,-64.18,-191.00
20031030 07:30,-246.73,47.75,-42.69,-199.28,58.79,-60.74,-197.50
20031030 08:30,-249.34,57.68,-45.78,-197.12,59.51,-59.12,-185.00
20031030 09:30,-225.42,42.69,-50.29,-189.59,50.83,-57.14,-171.00
20031030 10:30,-204.74,33.20,-43.43,-181.21,50.18,-55.86,-159.50
20031030 11:30,-192.69,35.98,-35.58,-170.00,48.68,-56.19,-155.50
20031030 12:30,-195.69,42.28,-36.91,-168.62,42.92,-57.73,-152.00
20031030 19:30,-113.99,-1.63,-41.10,-133.91,34.74,-54.16,-191.00
20031031 04:30,-216.18,5.47,-39.30,-201.64,28.46,-71.19,-163.50
20031120 14:30,-200.79,106.26,-82.38,-181.59,112.49,-63.48,-166.50
20031120 15:30,-277.41,56.83,-109.64,-236.18,85.88,-78.19,-200.00
20031121 03:30,-195.25,7.15,-56.42,-188.42,-4.66,-85.65,-192.50
20031121 04:30,-189.07,6.68,-52.28,-182.33,6.58,-77.51,-188.00
20031121 05:30,-174.66,17.40,-51.16,-175.04,15.38,-71.15,-170.50
20031121 06:30,-158.12,13.67,-42.29,-150.32,23.99,-66.95,-159.00
20031121 07:30,-160.54,34.71,-43.56,-173.81,37.74,-64.58,-162.00
20031121 08:30,-171.27,39.20,-47.52,-178.83,43.10,-62.32,-151.50
20040727 12:30,-229.84,96.19,-54.00,-254.36,74.92,-65.48,-155.50
20040727 13:30,-243.01,78.11,-68.39,-282.82,81.10,-70.86,-160.50
20041108 00:30,NaN,NaN,NaN,NaN,NaN,NaN,-182.50
20041108 11:30,NaN,NaN,NaN,NaN,NaN,NaN,-198.00
20041108 12:30,NaN,NaN,NaN,NaN,NaN,NaN,-174.50
20041108 13:30,NaN,NaN,NaN,NaN,NaN,NaN,-164.00
20041108 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-154.50
20041109 20:30,NaN,NaN,NaN,NaN,NaN,NaN,-197.50
20041109 21:30,NaN,NaN,NaN,NaN,NaN,NaN,-198.00
20041109 22:30,NaN,NaN,NaN,NaN,NaN,NaN,-177.50
20041109 23:30,NaN,NaN,NaN,NaN,NaN,NaN,-162.00
20041110 02:30,NaN,NaN,NaN,NaN,NaN,NaN,-151.50
20041110 03:30,NaN,NaN,NaN,NaN,NaN,NaN,-153.50
20041110 04:30,NaN,NaN,NaN,NaN,NaN,NaN,-174.50
20041110 13:30,NaN,NaN,NaN,NaN,NaN,NaN,-191.00
20041110 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-173.50
20041110 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-167.50
20050515 10:30,-139.49,77.76,-45.04,-175.84,82.17,-19.69,-179.50
20050515 11:30,-172.52,50.27,-50.46,-178.27,65.26,-24.69,-168.50
20050515 12:30,-166.92,36.36,-39.89,-162.85,50.75,-27.52,-159.50
20050515 13:30,-152.55,41.63,-33.06,-149.41,37.18,-31.54,-151.50
20050824 10:30,-195.57,67.36,-46.86,-163.24,69.12,-39.58,-157.00
20050824 11:30,-208.79,60.02,-70.04,-192.14,90.18,-53.54,-173.50
