date,Bx,By,Bz,Mx,My,Mz,dst
19980504 04:30,-64.62,85.45,-60.30,-125.50,56.40,29.77,-183.50
19980504 05:30,-86.46,39.80,-74.74,-147.84,54.39,28.66,-198.50
19980504 06:30,-129.85,114.71,-64.12,-111.05,85.58,29.88,-188.50
19980504 07:30,-138.19,64.64,-24.75,-120.23,68.62,32.94,-177.50
19980504 08:30,-132.30,25.05,12.97,-116.05,25.86,35.11,-152.50
19980827 08:30,-181.40,15.49,4.24,-157.55,10.79,46.05,-151.50
19980925 03:30,-54.90,127.59,-6.47,-67.24,94.59,32.84,-161.00
19980925 04:30,-95.22,36.99,-16.26,-111.15,39.58,36.04,-168.00
19980925 05:30,-118.34,20.04,-15.38,-122.69,22.87,39.90,-167.50
19980925 06:30,-107.40,-53.05,-21.27,-119.93,-42.67,41.81,-185.50
19980925 07:30,-94.32,-37.85,-19.73,-97.96,-24.44,40.58,-199.00
19980925 09:30,-151.31,4.57,23.35,-138.20,-7.22,55.10,-200.00
19980925 10:30,-146.56,17.01,46.37,-130.33,7.51,62.16,-182.50
19980925 11:30,-157.23,38.93,71.18,-130.51,46.48,68.80,-159.50
19990922 23:30,-124.13,115.09,29.56,-114.53,101.15,53.04,-164.00
19990923 00:30,-98.58,74.65,26.53,-101.54,68.18,51.27,-154.00
19991022 04:30,-7.03,127.75,1.16,-55.85,88.78,33.38,-180.00
19991022 08:30,-131.11,10.08,10.28,-130.64,2.95,49.48,-195.00
19991022 09:30,-116.32,15.30,21.92,-114.19,12.45,49.80,-183.50
19991022 10:30,-111.21,8.48,36.49,-112.41,12.37,52.27,-181.00
19991022 11:30,-134.61,-2.99,51.66,-127.90,2.73,55.90,-172.50
19991022 12:30,-125.86,7.36,60.51,-118.71,12.80,56.62,-154.00
20000406 19:30,-72.63,18.93,64.91,-75.21,20.17,47.98,-161.50
20000407 05:30,-154.44,66.10,67.23,-152.98,60.06,77.06,-196.00
20000407 06:30,-147.84,69.33,60.67,-146.65,56.31,74.13,-189.00
20000407 07:30,-127.18,42.41,59.59,-123.67,36.77,71.85,-171.50
20000407 08:30,-100.29,38.95,59.07,-111.20,38.41,66.90,-161.00
20000407 09:30,-98.55,32.81,65.30,-114.54,33.54,66.40,-164.00
20000407 10:30,-104.92,41.98,71.70,-115.75,41.19,65.40,-162.50
20000407 11:30,-110.02,42.58,77.05,-116.51,43.35,63.78,-159.50
20000407 12:30,-116.83,39.98,82.16,-118.23,41.28,62.55,-154.50
20000716 06:30,-123.32,57.04,64.19,-126.01,40.92,75.24,-186.50
20000716 07:30,-115.05,49.61,57.71,-118.60,38.66,71.25,-176.00
20000716 08:30,-108.42,44.59,61.08,-116.68,37.83,69.43,-169.50
20000716 09:30,-102.28,45.48,62.45,-111.82,44.15,68.34,-161.00
20000716 10:30,-107.78,47.12,69.59,-110.12,46.34,66.95,-152.50
20000812 06:30,-126.49,4.85,7.06,-123.33,17.72,36.84,-155.50
20000812 07:30,-174.74,61.94,4.16,-159.08,64.50,48.54,-199.50
20000812 11:30,-167.28,43.45,56.51,-150.88,45.50,68.21,-184.00
20000812 12:30,-154.53,42.15,76.16,-136.07,46.32,69.70,-168.00
20000812 13:30,-136.60,32.35,95.01,-118.92,24.76,71.30,-160.50
20000812 14:30,-172.25,32.79,99.97,-131.63,21.35,76.38,-156.50
20000812 15:30,-126.09,-6.32,109.22,-102.67,-10.54,78.21,-152.50
20000917 22:30,-105.12,156.88,8.47,-115.53,146.74,47.95,-186.00
20000917 23:30,-192.46,134.72,21.29,-187.34,136.57,61.17,-197.00
20000918 00:30,-134.98,120.62,37.35,-115.95,127.11,63.94,-187.50
20000918 01:30,-108.87,85.27,37.58,-107.60,80.41,62.72,-171.00
20000918 02:30,-114.17,65.86,47.96,-108.14,64.79,61.72,-157.00
20001005 05:30,-81.11,41.14,15.56,-115.48,36.08,47.67,-154.00
20001005 06:30,-96.03,-38.20,3.26,-138.70,-11.59,44.43,-170.50
20001005 07:30,-105.21,15.65,-2.70,-115.16,13.09,43.80,-164.00
20001005 12:30,-202.49,-2.93,61.88,-178.96,-25.47,63.07,-173.50
20001005 13:30,-172.06,-17.26,70.59,-167.34,-20.43,68.97,-172.50
20001005 14:30,-160.64,-38.61,83.36,-151.02,-36.75,73.30,-165.50
20001005 15:30,-170.92,-12.25,111.67,-149.26,-2.36,79.67,-158.50
20010401 02:30,-131.36,51.42,70.36,-124.41,59.50,80.54,-199.00
20010401 03:30,-127.63,38.62,69.54,-123.00,44.01,77.10,-187.00
20010401 04:30,-125.79,44.27,68.49,-121.47,48.59,73.82,-173.50
20010401 05:30,-113.84,29.88,66.66,-112.12,26.54,70.28,-163.50
20010401 06:30,-117.40,4.32,59.16,-116.52,14.28,69.02,-161.50
20010401 07:30,-98.57,-13.35,54.28,-106.57,2.60,67.03,-155.00
20010411 20:30,-98.77,-7.56,98.53,-91.05,-8.05,72.90,-176.00
20010412 02:30,-135.12,111.17,59.21,-124.13,97.66,77.97,-198.50
20010412 03:30,-120.87,98.40,55.96,-111.68,80.41,73.87,-178.50
20010412 04:30,-112.05,55.40,47.64,-108.98,46.54,68.33,-167.00
20010412 05:30,-94.95,48.22,46.15,-100.86,42.76,63.86,-163.00
20010412 06:30,-103.86,54.99,43.99,-104.96,46.27,62.06,-158.50
20010412 07:30,-101.19,30.01,42.16,-102.06,24.28,60.46,-151.50
20011003 12:30,-110.31,3.96,74.91,-103.49,-68.56,85.64,-155.00
20011003 13:30,-119.25,19.84,90.34,-114.72,-51.77,93.45,-161.00
20011003 14:30,-137.06,42.84,97.41,-122.60,-36.14,99.13,-158.00
20011003 15:30,-143.03,44.20,106.13,-114.93,-25.99,100.50,-152.00
20011021 20:30,-166.26,89.32,81.82,-155.28,84.67,67.95,-178.50
20011021 21:30,-157.80,50.52,79.46,-133.90,67.09,72.58,-183.50
20011021 22:30,-135.41,39.60,79.26,-122.39,47.75,71.45,-182.00
20011021 23:30,-129.19,88.28,44.38,-151.64,99.83,71.64,-180.50
20011022 00:30,-161.64,162.28,29.70,-149.88,166.99,70.05,-175.00
20011022 01:30,-168.20,86.70,46.95,-148.55,91.50,69.04,-170.50
20011022 02:30,-145.84,56.57,53.36,-136.04,60.21,65.86,-163.00
