date,Bx,By,Bz,Mx,My,Mz,dst
19970110 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-52.50
19970110 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-71.00
19970110 09:30,NaN,NaN,NaN,NaN,NaN,NaN,-75.50
19970110 10:30,NaN,NaN,NaN,NaN,NaN,NaN,-65.50
19970110 11:30,NaN,NaN,NaN,NaN,NaN,NaN,-59.00
19970110 12:30,NaN,NaN,NaN,NaN,NaN,NaN,-62.00
19970110 13:30,NaN,NaN,NaN,NaN,NaN,NaN,-62.00
19970110 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-61.00
19970110 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-60.50
19970110 16:30,NaN,NaN,NaN,NaN,NaN,NaN,-56.50
19970110 17:30,NaN,NaN,NaN,NaN,NaN,NaN,-51.00
19970209 18:30,-66.69,31.65,37.31,-47.92,27.97,19.45,-51.50
19970209 19:30,-64.04,53.35,41.44,-46.34,52.81,23.83,-55.00
19970209 20:30,-67.53,45.47,34.30,-47.26,43.80,27.03,-56.00
19970209 21:30,-45.75,55.60,34.42,-34.80,42.52,27.04,-51.00
19970210 05:30,-38.20,-6.63,22.34,-40.17,-1.89,17.08,-51.50
19970210 06:30,-35.01,-25.12,19.70,-41.57,-15.70,17.04,-55.50
19970210 07:30,-37.64,-2.62,17.36,-39.12,-2.02,17.72,-58.50
19970210 08:30,-42.76,-3.98,18.13,-41.23,-4.23,19.24,-61.50
19970210 09:30,-54.97,-10.11,19.44,-48.81,-12.02,20.99,-65.50
19970210 10:30,-62.38,-5.93,22.27,-53.03,-5.98,22.91,-68.00
19970210 11:30,-66.07,-3.65,26.10,-53.67,-2.83,24.38,-66.50
19970210 12:30,-75.45,-4.25,30.14,-59.11,-2.95,26.46,-63.00
19970210 13:30,-77.02,-2.47,37.31,-60.45,-0.62,28.11,-60.50
19970210 14:30,-75.30,6.17,41.65,-57.98,8.31,29.70,-60.00
19970210 15:30,-77.24,13.74,45.43,-57.18,15.33,31.48,-59.50
19970210 16:30,-73.84,16.29,46.30,-54.84,16.85,33.40,-59.00
19970210 17:30,-77.19,24.46,49.14,-55.78,22.72,34.77,-59.00
19970210 18:30,-70.77,39.45,47.28,-49.74,34.51,35.62,-56.00
19970210 19:30,-72.13,47.16,45.33,-50.09,43.98,35.94,-52.50
19970211 08:30,-28.82,-3.16,19.09,-27.55,-5.60,16.78,-54.50
19970211 09:30,-44.06,-5.28,22.36,-37.68,-9.99,18.86,-60.00
19970211 10:30,-49.52,-4.06,25.25,-41.10,-10.45,19.33,-54.50
19970217 07:30,-16.13,2.79,15.53,-21.75,2.54,12.59,-52.50
19970217 08:30,-25.23,4.19,16.52,-28.02,2.43,13.64,-52.00
19970227 22:30,-26.55,74.87,14.12,-27.91,72.58,18.86,-73.50
19970227 23:30,-65.45,139.50,9.61,-38.36,125.76,22.61,-81.00
19970228 00:30,-58.83,43.64,20.67,-46.55,46.30,22.48,-70.00
19970228 01:30,-30.36,52.83,19.42,-28.92,43.45,19.55,-65.50
19970228 02:30,-15.32,16.69,13.23,-30.84,15.44,16.68,-65.50
19970228 03:30,-32.83,17.27,11.53,-37.82,14.64,15.11,-63.50
19970228 04:30,-27.95,26.60,14.77,-35.35,16.79,15.37,-64.00
19970228 05:30,-42.40,-14.75,10.37,-50.64,-16.81,14.68,-60.50
19970228 06:30,-21.31,-9.10,7.15,-24.91,-10.62,13.77,-55.00
19970228 07:30,-18.87,-10.70,8.40,-21.51,-10.04,13.17,-54.00
19970228 08:30,-24.98,3.35,10.56,-22.44,0.05,13.92,-54.50
19970228 09:30,-36.38,6.69,14.05,-31.00,4.91,15.53,-54.50
19970228 10:30,-47.27,10.37,16.51,-37.01,10.62,17.82,-54.50
19970228 11:30,-42.55,8.49,18.87,-37.25,9.58,18.86,-55.00
19970228 12:30,-44.38,1.11,22.42,-42.14,4.90,19.21,-50.50
19970228 17:30,-42.09,22.83,31.27,-30.48,16.66,18.27,-54.00
19970228 18:30,-45.57,14.84,33.43,-37.79,12.51,19.80,-51.50
19970328 21:30,-36.25,32.90,29.26,-26.26,32.05,20.56,-54.00
19970328 22:30,-41.89,34.90,28.82,-28.96,34.82,21.72,-60.50
19970328 23:30,-44.74,40.96,30.35,-31.19,43.52,22.59,-62.50
19970329 00:30,-41.79,45.22,29.47,-29.61,43.53,22.40,-59.00
19970329 01:30,-35.01,32.44,28.06,-26.83,30.93,20.51,-53.00
19970411 01:30,-4.16,81.09,13.44,-8.07,66.01,13.96,-67.50
19970411 02:30,-12.36,82.23,9.99,-22.33,67.94,15.04,-73.50
19970411 03:30,-37.83,43.73,6.97,-40.37,28.99,14.72,-77.50
