date,Bx,By,Bz,Mx,My,Mz,dst
19980925 08:30,-117.10,17.46,1.33,-108.99,10.96,47.56,-201.50
19991022 05:30,-70.65,69.65,-19.30,-121.97,60.24,35.49,-221.00
19991022 06:30,-134.54,46.74,-22.93,-154.10,45.43,41.69,-232.50
19991022 07:30,-118.29,18.50,-11.45,-125.78,1.14,47.02,-217.00
20000406 20:30,-146.40,65.44,77.33,-128.95,76.98,64.65,-215.00
20000407 01:30,-168.45,141.23,34.61,-175.08,125.02,91.53,-237.00
20000407 02:30,-170.08,90.74,66.05,-156.18,82.80,86.16,-211.50
20000407 03:30,-154.63,105.00,73.03,-147.83,89.52,82.72,-204.50
20000407 04:30,-161.00,81.24,69.78,-158.94,71.83,81.57,-206.00
20000715 20:30,-86.90,3.32,70.58,-125.27,12.32,57.39,-243.00
20000716 03:30,-129.25,58.40,76.09,-131.52,60.87,92.79,-245.50
20000716 04:30,-138.90,56.37,78.28,-137.78,56.04,86.80,-220.00
20000716 05:30,-126.53,70.88,70.10,-128.87,54.64,80.10,-201.50
20000812 08:30,-177.30,45.18,13.05,-160.26,48.04,56.40,-218.50
20000812 09:30,-175.64,22.14,17.85,-166.52,26.49,63.76,-229.00
20000812 10:30,-159.62,39.51,39.52,-158.76,43.13,67.31,-207.50
20010331 05:30,-116.36,39.33,-14.19,-137.87,67.21,37.66,-209.00
20010331 13:30,-188.21,13.83,71.45,-175.55,14.54,73.64,-234.50
20010331 14:30,-160.95,16.26,68.78,-148.52,23.44,70.54,-221.00
20010331 15:30,-106.86,-7.54,103.53,-114.99,-4.27,74.16,-218.00
20010331 16:30,-80.59,8.19,166.72,-101.89,38.36,84.67,-230.50
20010331 23:30,-140.11,37.59,54.74,-142.31,40.99,91.93,-230.50
20010401 00:30,-140.42,39.27,67.90,-132.97,43.91,88.35,-220.50
20010401 01:30,-141.57,43.58,70.02,-130.16,53.43,84.61,-209.00
20010411 21:30,-131.93,12.81,113.32,-112.66,19.02,87.49,-210.00
20010411 22:30,-186.97,87.94,75.44,-164.56,106.13,91.63,-243.00
20010412 00:30,-148.67,123.32,51.40,-145.79,115.09,91.35,-225.50
20010412 01:30,-117.31,120.43,56.82,-108.71,114.72,81.69,-212.50
20011106 09:30,-128.64,37.65,46.53,-125.69,43.75,70.78,-247.00
20011106 10:30,-112.07,42.14,52.71,-116.55,46.23,69.62,-224.00
20011106 11:30,-104.35,37.04,54.03,-111.02,41.22,67.46,-206.50
20011106 14:30,-121.89,54.51,69.76,-124.62,50.99,67.01,-212.50
20011106 15:30,-135.76,47.53,76.92,-140.42,42.32,72.65,-214.00
20011124 14:30,-151.05,8.12,98.14,-160.02,4.33,75.75,-206.50
20011124 15:30,-191.64,0.10,122.22,-165.52,22.42,80.38,-216.00
20011124 16:30,-166.23,17.61,100.47,-156.40,30.94,80.16,-218.50
20011124 17:30,-157.09,42.43,88.59,-139.65,48.97,76.29,-210.50
20031029 19:30,-248.36,120.08,153.31,-196.47,101.43,100.37,-233.00
20031030 05:30,-170.92,46.66,60.82,-165.88,38.11,90.58,-232.00
20031030 06:30,-156.23,37.71,62.67,-148.83,26.39,89.34,-211.50
20031031 01:30,-182.36,25.96,9.85,-188.36,49.88,111.40,-245.00
20031031 02:30,-164.98,54.71,48.11,-159.45,50.75,106.01,-242.50
20031031 03:30,-165.54,31.75,68.70,-164.73,28.06,104.77,-218.50
20031121 01:30,-208.00,52.18,109.84,-201.18,64.97,135.82,-243.00
20031121 02:30,-178.56,23.90,101.29,-180.35,39.54,124.40,-212.00
20041108 01:30,-82.45,255.96,5.39,-76.23,199.71,43.45,-205.00
20041108 02:30,-107.18,174.04,-13.06,-135.89,140.90,42.97,-248.00
20041108 10:30,-187.97,47.84,66.97,-162.91,37.62,88.50,-224.50
20041110 05:30,-70.98,-39.45,9.77,-135.04,-23.07,55.32,-218.50
20041110 06:30,-113.94,-4.35,3.57,-147.12,15.09,59.38,-249.50
20041110 10:30,-211.86,54.21,59.87,-189.42,33.73,99.20,-247.50
20041110 11:30,-192.07,30.82,91.68,-163.47,32.06,103.39,-233.00
20041110 12:30,-193.12,24.77,99.36,-170.66,23.40,104.73,-220.00
20050515 07:30,-162.10,44.34,-0.41,-167.50,58.70,52.70,-238.00
20050515 08:30,-123.41,50.90,0.32,-140.31,55.25,54.85,-234.50
20050515 09:30,-108.55,11.39,13.14,-122.88,19.70,52.43,-203.00
20150317 21:30,-174.86,124.50,62.42,-145.76,128.69,87.37,-216.00
20150317 22:30,-180.85,95.41,49.18,-174.14,110.90,89.61,-229.50
20150317 23:30,-150.96,165.60,42.81,-130.66,169.96,83.19,-212.50
