min_dst,max_dst,BX_RMSE,BY_RMSE,BZ_RMSE
-inf,-300,33.341312096372164,27.230526987188473,96.94645459062599
-300.0,-250.0,26.621475125128544,16.521261403972105,60.52990567546823
-250.0,-200.0,19.54288014614989,14.480590223479808,38.01318210251967
-200.0,-150.0,19.156658161669977,15.577991409233535,30.758199305538525
-150.0,-100.0,14.412405825402788,13.870981074469459,22.67611632376406
-100.0,-50.0,9.835074603060274,8.56166679702519,12.093779229206069
-50.0,0.0,4.408648160902098,5.024423369679272,5.826576002192282
0.0,50.0,3.1855726402418956,5.321124609310983,5.485570383022518
50.0,inf,2.6154264576843973,4.126282965467967,7.654191662089472
