date,Bx,By,Bz,Mx,My,Mz,dst
19970421 22:30,-51.95,68.66,38.40,-47.26,63.24,36.03,-104.50
19970515 10:30,-92.16,3.00,9.89,-91.20,-10.58,10.81,-108.00
19970515 11:30,-119.78,6.17,22.65,-103.59,-2.88,19.88,-114.50
19970515 12:30,-118.20,0.27,42.53,-100.92,-8.01,30.26,-113.00
19970515 13:30,-121.15,10.50,56.33,-103.56,7.93,36.15,-111.00
19970515 14:30,-118.64,-5.16,66.27,-101.22,-2.75,40.99,-109.00
19970515 15:30,-104.88,-5.98,61.68,-100.78,-1.28,40.55,-101.00
19971011 00:30,-81.45,102.16,19.69,-67.52,94.71,29.94,-112.50
19971011 01:30,-69.10,92.29,15.29,-71.72,70.50,30.15,-120.50
19971011 02:30,-46.84,72.71,2.03,-67.30,46.42,28.40,-126.50
19971011 03:30,-40.97,58.85,-0.61,-60.42,44.48,27.12,-122.00
19971011 04:30,-43.56,36.01,0.92,-52.47,20.61,24.21,-109.50
19971011 05:30,-36.30,28.49,3.34,-44.04,20.49,22.86,-101.50
19971107 03:30,-41.76,-13.61,-17.19,-65.72,-8.30,18.10,-108.00
19971107 04:30,-48.90,-6.30,-7.65,-59.81,-7.06,19.39,-103.50
19971123 03:30,-67.21,66.87,0.13,-72.92,45.21,24.30,-101.50
19971123 04:30,-50.33,39.89,-4.48,-66.62,22.85,23.97,-101.00
19971123 05:30,-45.20,17.34,-0.17,-61.23,7.47,24.15,-105.00
19971123 06:30,-51.20,7.14,4.30,-59.89,3.60,25.04,-106.50
19971123 11:30,-67.95,10.63,31.35,-64.40,3.23,33.78,-106.50
19971123 12:30,-77.32,14.32,39.61,-72.19,12.14,36.93,-102.00
19980310 18:30,-84.25,109.36,65.90,-71.35,89.23,35.60,-106.50
19980310 19:30,-113.26,74.27,50.00,-91.42,67.20,38.85,-111.50
19980310 20:30,-100.24,106.70,46.02,-79.06,93.30,41.28,-115.50
19980310 21:30,-105.11,51.41,42.29,-90.81,49.30,41.59,-114.50
19980310 22:30,-53.13,59.01,33.83,-61.16,47.32,40.86,-114.00
19980310 23:30,-52.08,68.96,22.48,-54.10,59.78,36.99,-110.50
19980311 00:30,-71.51,48.17,22.50,-67.20,47.90,35.00,-103.00
19980504 03:30,37.78,-2.87,-19.07,-45.62,-10.30,21.24,-119.00
19980504 09:30,-128.78,21.33,27.61,-111.84,29.64,36.36,-130.00
19980504 10:30,-122.23,13.71,37.40,-110.12,22.47,35.12,-130.50
19980504 11:30,-142.09,8.91,41.67,-122.92,14.74,38.41,-137.50
19980504 12:30,-148.19,9.08,50.29,-121.37,14.69,44.95,-125.00
19980504 13:30,-106.68,5.95,58.91,-91.44,8.58,44.59,-108.00
19980504 14:30,-98.17,11.50,52.30,-88.81,9.11,43.47,-107.50
19980504 15:30,-84.02,6.88,51.21,-76.95,5.33,44.26,-113.00
19980504 16:30,-85.47,19.42,53.62,-74.45,18.86,44.67,-114.50
19980504 17:30,-73.47,28.16,57.56,-67.35,26.12,44.15,-110.50
19980504 18:30,-70.73,16.85,50.36,-69.77,12.56,42.68,-107.00
