date,Bx,By,Bz,Mx,My,Mz,dst
19980504 04:30,-209.50,-90.65,-26.25,-261.10,-95.53,55.38,-183.50
19980504 05:30,-252.30,-121.54,-7.78,-283.05,-118.89,67.55,-198.50
19980504 06:30,-206.69,-78.08,15.94,-220.84,-61.67,68.07,-188.50
19980504 07:30,-181.64,-62.86,23.45,-196.33,-43.83,62.32,-177.50
19980504 08:30,-179.16,-38.99,16.65,-179.60,-24.72,59.00,-152.50
19980827 08:30,-207.14,-10.16,8.31,-227.68,-9.58,57.37,-151.50
19980925 03:30,-145.16,-24.53,-25.07,-150.07,-57.30,34.75,-161.00
19980925 04:30,-163.15,-10.73,-9.34,-180.28,-25.46,43.32,-168.00
19980925 05:30,-180.56,-3.90,-5.13,-205.14,-15.65,48.17,-167.50
19980925 06:30,-243.51,-15.46,-21.84,-266.45,-18.03,56.53,-185.50
19980925 07:30,-227.38,-17.67,7.22,-229.01,-16.02,61.28,-199.00
19980925 09:30,-223.35,8.08,14.20,-238.30,4.12,60.49,-200.00
19980925 10:30,-204.29,4.66,32.90,-214.32,12.92,60.36,-182.50
19980925 11:30,-170.48,8.90,36.76,-192.48,25.97,55.17,-159.50
19990922 23:30,-148.00,-57.81,-0.58,-173.34,-45.70,33.82,-164.00
19990923 00:30,-142.55,-60.61,13.94,-163.99,-53.99,35.31,-154.00
19991022 04:30,-165.94,-39.84,-23.16,-174.80,-72.96,39.97,-180.00
19991022 08:30,-244.39,-15.90,21.50,-238.33,4.94,66.66,-195.00
19991022 09:30,-202.66,-14.65,47.77,-194.77,-12.46,63.07,-183.50
19991022 10:30,-202.99,-14.95,39.71,-200.98,-9.64,61.62,-181.00
19991022 11:30,-201.56,0.25,34.61,-208.60,1.89,62.36,-172.50
19991022 12:30,-187.39,2.21,41.02,-186.30,-2.12,61.03,-154.00
20000406 19:30,-99.94,15.60,-14.88,-111.42,25.60,44.58,-161.50
20000407 05:30,-206.76,-41.31,25.50,-192.85,-47.44,55.93,-196.00
20000407 06:30,-203.56,-46.91,31.51,-198.29,-53.09,57.72,-189.00
20000407 07:30,-191.89,-25.99,35.20,-184.72,-32.55,57.77,-171.50
20000407 08:30,-165.99,-25.76,42.25,-154.91,-26.23,56.07,-161.00
20000407 09:30,-171.55,-26.74,36.99,-159.28,-23.60,55.90,-164.00
20000407 10:30,-161.38,-24.63,40.18,-149.38,-28.11,55.44,-162.50
20000407 11:30,-155.32,-24.47,40.63,-142.64,-27.62,54.84,-159.50
20000407 12:30,-150.17,-22.88,40.12,-139.41,-25.58,54.52,-154.50
20000716 06:30,-201.46,-19.50,39.54,-182.73,-24.07,56.85,-186.50
20000716 07:30,-182.31,-20.30,46.92,-168.53,-22.28,57.16,-176.00
20000716 08:30,-179.77,-18.09,42.04,-168.15,-18.96,57.24,-169.50
20000716 09:30,-169.37,-16.38,40.65,-159.52,-14.47,56.31,-161.00
20000716 10:30,-159.43,-19.42,40.87,-151.32,-16.15,55.34,-152.50
20000812 06:30,-140.63,-49.21,24.35,-175.15,-37.82,58.05,-155.50
20000812 07:30,-212.26,-59.22,9.00,-250.33,-49.79,65.03,-199.50
20000812 11:30,-231.55,-9.69,40.34,-243.56,-9.25,73.12,-184.00
20000812 12:30,-208.22,-8.98,47.54,-221.99,-5.82,69.14,-168.00
20000812 13:30,-168.97,2.17,58.12,-189.69,11.64,66.08,-160.50
20000812 14:30,-162.87,-13.24,47.80,-184.23,5.11,63.13,-156.50
20000812 15:30,-155.07,-8.89,49.88,-159.20,9.56,61.60,-152.50
20000917 22:30,-131.43,-55.60,-24.23,-160.00,-60.15,34.21,-186.00
20000917 23:30,-139.74,-56.52,0.08,-196.25,-64.00,40.09,-197.00
20000918 00:30,-132.10,-65.84,3.51,-147.74,-68.03,35.77,-187.50
20000918 01:30,-145.24,-55.18,13.96,-155.74,-44.68,36.43,-171.00
20000918 02:30,-129.85,-17.39,20.72,-133.37,-20.49,38.62,-157.00
20001005 05:30,-156.60,-33.70,6.76,-160.08,-54.27,57.44,-154.00
20001005 06:30,-204.94,-48.80,-4.80,-219.67,-56.94,66.05,-170.50
20001005 07:30,-210.82,-42.45,5.82,-211.87,-53.06,68.40,-164.00
20001005 12:30,-227.31,26.03,-2.84,-242.09,34.23,70.30,-173.50
20001005 13:30,-223.70,2.15,30.81,-218.45,13.31,76.05,-172.50
20001005 14:30,-182.08,23.27,50.05,-189.80,34.41,75.65,-165.50
20001005 15:30,-180.29,18.36,46.16,-178.56,27.77,71.99,-158.50
20010401 02:30,-195.83,-38.86,40.64,-164.13,-42.37,58.17,-199.00
20010401 03:30,-192.02,-22.81,44.36,-164.75,-36.48,58.91,-187.00
20010401 04:30,-182.18,-9.59,47.54,-155.23,-28.59,59.69,-173.50
20010401 05:30,-180.73,-9.63,40.77,-153.36,-25.50,59.71,-163.50
20010401 06:30,-198.87,-6.90,30.80,-182.34,-10.89,60.74,-161.50
20010401 07:30,-197.73,-10.38,33.52,-183.71,-13.05,63.04,-155.00
20010411 20:30,-131.38,61.27,-21.83,-149.69,67.55,43.30,-176.00
20010412 02:30,-180.66,-58.25,30.63,-191.58,-65.06,48.95,-198.50
20010412 03:30,-179.26,-42.77,22.87,-180.24,-57.91,50.08,-178.50
20010412 04:30,-173.84,-31.46,26.19,-167.31,-48.88,53.89,-167.00
20010412 05:30,-163.28,-30.15,26.82,-153.14,-41.30,54.93,-163.00
20010412 06:30,-160.68,-41.92,28.78,-150.84,-43.59,55.12,-158.50
20010412 07:30,-165.59,-44.09,26.17,-155.69,-42.24,55.73,-151.50
20011003 12:30,-183.40,-36.63,21.44,-99.48,149.43,104.76,-155.00
20011003 13:30,-196.88,-10.18,12.02,-132.29,170.56,102.74,-161.00
20011003 14:30,-188.59,-6.83,25.32,-134.29,161.29,102.42,-158.00
20011003 15:30,-156.10,-7.63,37.38,-107.36,169.63,100.09,-152.00
20011021 20:30,-130.34,-14.48,-21.64,-158.64,-1.06,39.51,-178.50
20011021 21:30,-123.33,-23.61,-10.76,-145.58,-9.83,41.14,-183.50
20011021 22:30,-136.72,-21.80,-9.82,-138.89,-17.79,42.82,-182.00
20011021 23:30,-153.84,-37.05,-17.68,-160.05,-41.05,42.68,-180.50
20011022 00:30,-110.77,-83.02,27.81,-136.24,-81.86,38.25,-175.00
20011022 01:30,-115.52,-54.19,23.31,-137.03,-44.41,39.22,-170.50
20011022 02:30,-130.13,-41.73,27.94,-138.09,-40.71,42.13,-163.00
20011022 03:30,-135.00,-23.36,19.36,-128.13,-32.84,44.07,-161.00
20011022 04:30,-151.74,-10.05,8.31,-139.19,-32.11,46.97,-162.00
20011022 05:30,-153.42,-5.76,13.43,-137.71,-21.79,49.29,-158.00
20011022 06:30,-148.16,-9.83,18.47,-136.41,-15.43,49.83,-155.50
20011022 19:30,-111.28,7.50,32.12,-136.94,5.57,49.37,-153.00
20011022 20:30,-119.15,9.62,20.37,-127.84,6.52,48.37,-156.50
20011022 21:30,-132.66,-10.10,18.06,-121.86,-20.27,47.96,-157.00
20011022 22:30,-143.67,-22.00,20.10,-137.09,-20.99,49.14,-154.50
20011022 23:30,-128.20,-27.73,29.36,-118.76,-34.10,48.33,-159.50
