date,Bx,By,Bz,Mx,My,Mz,dst
19970421 22:30,-60.00,-20.15,4.88,-73.00,-13.73,17.00,-104.50
19970515 10:30,-137.77,-39.46,5.64,-131.36,-37.90,40.64,-108.00
19970515 11:30,-149.66,-14.37,4.96,-149.26,-5.51,41.53,-114.50
19970515 12:30,-137.28,22.11,10.45,-147.89,30.90,39.81,-113.00
19970515 13:30,-118.22,18.45,20.24,-130.51,24.47,36.93,-111.00
19970515 14:30,-122.24,18.42,18.05,-130.91,28.81,34.86,-109.00
19970515 15:30,-108.87,8.94,26.90,-113.70,7.57,35.42,-101.00
19971011 00:30,-61.23,-63.21,9.47,-63.48,-54.41,19.54,-112.50
19971011 01:30,-84.76,-50.33,2.92,-80.68,-49.19,22.67,-120.50
19971011 02:30,-106.84,-47.15,3.65,-96.76,-48.51,26.67,-126.50
19971011 03:30,-118.03,-34.09,7.31,-108.53,-39.85,29.11,-122.00
19971011 04:30,-125.23,-37.46,8.57,-113.47,-44.74,31.65,-109.50
19971011 05:30,-109.46,-16.15,17.29,-98.49,-29.12,33.09,-101.50
19971107 03:30,-87.62,-16.66,-5.42,-95.44,-16.17,34.88,-108.00
19971107 04:30,-97.84,-5.36,-1.98,-100.76,-8.80,35.96,-103.50
19971123 03:30,-107.06,-21.75,11.85,-104.81,-32.08,36.08,-101.50
19971123 04:30,-117.29,-13.24,10.51,-110.17,-18.98,37.07,-101.00
19971123 05:30,-113.77,-6.66,14.47,-110.17,-18.01,39.46,-105.00
19971123 06:30,-117.12,-9.58,14.94,-112.58,-13.95,40.72,-106.50
19971123 11:30,-123.29,-7.55,18.97,-113.10,-8.82,38.64,-106.50
19971123 12:30,-115.92,-4.50,27.63,-104.46,-1.16,38.06,-102.00
19980310 18:30,-69.01,-18.05,-1.10,-76.50,-30.07,26.04,-106.50
19980310 19:30,-64.20,-8.20,1.23,-86.59,-11.73,24.48,-111.50
19980310 20:30,-75.42,-31.31,0.75,-76.80,-36.72,22.59,-115.50
19980310 21:30,-77.80,-20.09,-3.90,-88.74,-12.69,23.28,-114.50
19980310 22:30,-101.33,-27.07,-11.75,-96.31,-26.66,24.73,-114.00
19980310 23:30,-99.08,-44.91,0.66,-96.53,-47.71,26.74,-110.50
19980311 00:30,-84.38,-31.98,9.52,-88.14,-29.12,28.44,-103.00
19980504 03:30,-121.42,-52.56,-8.48,-152.03,-51.47,39.64,-119.00
19980504 09:30,-143.10,-24.77,37.66,-149.56,-13.72,54.08,-130.00
19980504 10:30,-128.86,-30.90,41.71,-137.51,-30.15,53.14,-130.50
19980504 11:30,-144.13,-30.78,33.57,-152.65,-26.14,54.48,-137.50
19980504 12:30,-147.31,-4.05,22.00,-159.25,-1.79,53.89,-125.00
19980504 13:30,-124.64,-11.71,38.78,-118.05,-12.54,51.49,-108.00
19980504 14:30,-118.41,-10.20,38.43,-112.17,-12.59,51.07,-107.50
19980504 15:30,-111.35,-4.67,36.12,-103.56,-6.59,49.56,-113.00
19980504 16:30,-108.54,-9.48,36.09,-98.47,-12.22,47.75,-114.50
19980504 17:30,-101.04,-13.37,35.33,-91.61,-18.49,44.76,-110.50
19980504 18:30,-101.16,-6.16,30.03,-93.83,-13.72,44.07,-107.00
19980504 19:30,-102.85,-4.90,26.67,-96.02,-14.05,44.10,-103.50
19980505 03:30,-115.28,-17.32,8.13,-111.86,-31.13,46.98,-104.00
19980505 04:30,-155.23,-21.82,0.97,-154.01,-40.82,53.61,-116.50
19980505 05:30,-146.92,-13.14,15.38,-141.64,-21.66,53.48,-109.50
19980505 06:30,-125.19,-15.38,25.04,-119.76,-19.18,54.29,-104.50
19980505 07:30,-111.57,-14.29,27.54,-106.46,-10.88,51.72,-106.50
19980505 08:30,-115.12,-17.36,24.83,-108.73,-13.14,50.25,-108.00
19980505 09:30,-115.50,-14.60,25.86,-110.60,-10.13,50.21,-105.50
19980505 10:30,-105.60,-14.96,30.88,-100.99,-12.03,49.94,-103.00
19980505 15:30,-92.23,11.52,27.06,-84.51,17.00,41.75,-104.50
19980505 16:30,-97.48,6.92,25.06,-86.57,9.38,41.68,-101.00
19980806 09:30,-147.69,0.27,-13.74,-146.13,13.91,38.59,-101.50
19980806 10:30,-173.60,10.64,-3.58,-183.11,4.86,45.83,-125.00
19980806 11:30,-188.38,-20.54,10.68,-187.05,-11.59,51.36,-135.50
19980806 12:30,-190.44,-0.27,17.09,-190.82,16.17,54.29,-128.00
19980806 13:30,-169.10,-4.54,33.68,-162.52,-2.01,54.75,-116.50
19980806 14:30,-134.61,-10.42,45.47,-126.38,-19.18,53.10,-109.50
19980806 15:30,-120.18,-15.61,44.64,-114.42,-22.29,52.00,-110.00
19980806 16:30,-113.94,-14.28,40.00,-114.82,-21.72,50.67,-110.50
19980806 17:30,-107.87,-4.17,37.74,-106.11,-11.24,48.93,-108.00
19980806 18:30,-102.99,-0.02,36.50,-95.33,-3.23,47.74,-102.50
19980807 05:30,-146.66,-20.54,14.55,-141.14,-23.01,46.85,-102.50
19980827 00:30,-102.02,-13.21,-12.75,-113.05,-24.77,32.31,-104.50
19980827 01:30,-116.06,-22.61,-9.53,-115.30,-64.26,33.70,-121.50
19980827 02:30,-147.21,-25.97,-16.78,-147.73,-59.41,33.68,-136.50
19980827 03:30,-162.42,-19.36,-7.40,-170.96,-50.53,40.51,-139.00
19980827 04:30,-167.93,-14.03,1.31,-162.14,-33.58,43.77,-134.00
19980827 05:30,-154.81,-18.63,17.16,-140.51,-36.75,45.77,-130.50
19980827 06:30,-141.65,-23.72,24.17,-149.91,-29.31,46.11,-128.00
19980827 07:30,-156.43,-11.46,17.15,-186.92,-5.33,48.51,-137.50
19980827 09:30,-203.01,6.06,20.03,-211.34,17.43,60.11,-147.00
19980827 10:30,-184.24,26.56,28.99,-198.92,37.72,58.43,-130.50
19980827 11:30,-140.96,13.18,42.95,-154.70,30.77,54.72,-130.50
19980827 12:30,-174.59,11.60,23.42,-174.62,32.44,52.28,-141.00
19980827 13:30,-152.92,6.29,38.12,-156.25,22.35,51.21,-144.00
19980827 14:30,-135.34,2.94,39.81,-154.59,18.76,47.71,-141.50
19980827 15:30,-107.36,-5.27,44.50,-115.17,-3.30,42.83,-136.00
19980827 16:30,-107.03,-0.90,35.61,-119.92,-5.97,40.11,-133.50
19980827 17:30,-100.24,4.43,31.83,-119.02,-3.16,40.60,-133.50
19980827 18:30,-86.72,-9.96,37.30,-105.54,-11.90,40.58,-131.00
19980827 19:30,-89.52,-27.21,30.28,-96.07,-23.64,39.49,-126.00
19980827 20:30,-88.13,-35.74,28.06,-80.68,-30.72,40.39,-117.50
19980827 21:30,-81.99,-51.67,30.39,-85.52,-38.36,40.38,-109.50
19980827 22:30,-80.78,-47.27,27.73,-88.08,-34.78,40.14,-102.00
19980925 02:30,-95.61,-35.05,-24.62,-97.66,-74.21,29.17,-118.50
19980925 12:30,-149.04,31.30,42.29,-179.23,44.71,48.87,-140.50
19980925 13:30,-141.11,1.99,38.98,-155.08,6.97,46.61,-129.00
19980925 14:30,-129.56,7.71,39.47,-142.63,5.70,43.61,-122.50
19980925 15:30,-124.02,16.59,34.76,-136.29,15.02,44.17,-109.50
19981019 11:30,-142.97,-30.06,11.59,-131.16,-24.18,47.40,-105.00
19981019 12:30,-149.36,-23.36,17.16,-136.83,-23.03,48.65,-103.00
19981019 14:30,-106.15,13.37,19.26,-122.59,30.80,43.44,-105.00
19981019 15:30,-128.39,27.18,13.65,-134.70,32.86,44.81,-111.00
19981019 16:30,-116.64,9.71,29.41,-126.15,10.01,45.41,-106.50
19981108 03:30,-91.99,-7.99,-4.16,-106.86,-14.36,41.62,-102.50
19981108 04:30,-125.70,-2.62,-10.38,-139.54,-1.51,46.71,-124.50
19981108 05:30,-187.10,-10.88,-26.19,-206.00,-2.96,52.72,-144.50
19981108 06:30,-225.72,-3.05,-24.15,-231.16,7.92,54.27,-134.50
19981108 07:30,-182.06,22.45,15.18,-178.70,30.22,52.30,-114.50
19981108 08:30,-165.39,15.33,25.30,-152.65,15.42,50.26,-106.50
19981108 09:30,-141.52,7.33,37.70,-132.29,6.57,49.52,-101.00
19981109 06:30,-154.06,-10.60,-20.31,-162.66,-2.08,47.69,-105.50
19981109 07:30,-169.71,-6.86,-7.84,-173.30,2.37,50.66,-115.50
19981109 08:30,-182.52,-8.66,1.25,-179.58,-8.84,53.14,-125.00
19981109 09:30,-184.88,6.86,11.77,-184.56,15.11,55.05,-121.00
19981109 10:30,-165.97,39.57,18.99,-181.64,43.87,56.20,-119.50
19981109 11:30,-189.63,13.58,19.16,-174.88,17.37,57.14,-130.50
19981109 12:30,-187.04,-6.03,33.58,-168.18,-0.83,58.04,-128.50
19981109 13:30,-144.19,26.14,48.10,-141.76,38.54,55.31,-119.00
19981109 14:30,-123.22,19.76,43.52,-126.60,28.70,51.40,-125.00
19981109 15:30,-141.06,11.66,30.84,-142.94,17.13,50.61,-134.50
19981109 16:30,-124.36,14.92,32.70,-137.87,23.38,49.57,-139.50
19981109 17:30,-127.44,25.18,25.12,-144.27,30.67,47.32,-142.00
19981109 18:30,-125.99,20.84,25.57,-139.48,24.60,46.70,-134.50
19981109 19:30,-105.26,3.68,34.16,-110.16,-1.72,43.04,-118.50
19981109 20:30,-99.14,-0.63,29.89,-100.48,-16.99,37.55,-106.50
19981109 21:30,-102.54,-14.68,23.94,-96.99,-29.83,35.20,-105.50
19981109 22:30,-110.35,-31.16,22.10,-102.64,-32.28,35.15,-106.00
19981113 12:30,-141.93,7.69,16.01,-131.70,9.15,46.30,-101.00
19981113 13:30,-156.16,2.38,17.66,-145.97,6.56,48.42,-119.00
19981113 14:30,-152.43,10.40,24.13,-149.89,16.49,49.38,-117.00
19981113 15:30,-109.89,10.66,42.57,-121.74,18.59,46.03,-113.50
19981113 16:30,-111.95,34.01,25.43,-136.07,47.44,43.67,-121.00
19981113 17:30,-112.96,30.16,21.76,-135.83,34.26,44.43,-126.50
19981113 18:30,-104.79,23.06,26.06,-123.87,25.49,43.87,-123.00
19981113 19:30,-82.95,6.40,33.75,-103.36,-2.97,38.58,-122.50
19981113 20:30,-96.90,1.73,16.73,-118.03,-6.08,36.65,-129.00
19981113 21:30,-112.78,-13.87,10.88,-115.85,-21.65,36.41,-122.00
19981113 22:30,-91.64,-35.57,23.92,-87.71,-44.42,31.94,-109.50
19981113 23:30,-84.76,-44.32,23.49,-92.94,-44.30,33.17,-104.50
19981114 00:30,-83.58,-52.32,24.31,-94.76,-46.25,35.90,-103.00
19981114 01:30,-78.39,-60.57,28.16,-83.45,-63.17,35.69,-104.00
19981114 02:30,-81.73,-53.31,18.32,-95.10,-55.24,37.66,-107.00
19981114 03:30,-87.95,-39.40,18.59,-92.48,-49.98,41.29,-107.00
19981114 04:30,-87.49,-16.71,20.37,-95.03,-33.73,43.32,-102.50
19990113 19:30,-66.28,2.38,4.23,-96.43,-9.01,32.25,-104.50
19990113 20:30,-70.99,-9.63,7.41,-91.87,-19.24,32.44,-106.50
19990113 21:30,-67.34,-23.97,11.66,-81.96,-32.13,31.71,-105.50
19990113 22:30,-78.46,-60.88,13.80,-71.28,-68.85,28.21,-108.50
19990113 23:30,-70.61,-44.45,6.16,-90.33,-25.76,30.97,-106.50
19990218 08:30,-178.00,-16.40,-20.50,-174.26,-8.53,46.00,-114.50
19990218 09:30,-198.36,-2.10,-14.05,-195.83,15.51,49.45,-119.00
19990218 10:30,-204.25,41.71,-7.27,-212.15,42.61,50.82,-109.50
19990218 13:30,-123.69,33.70,33.54,-162.83,48.20,49.72,-105.00
19990218 14:30,-158.55,7.98,20.94,-174.40,24.39,49.69,-115.00
19990218 15:30,-118.01,-3.23,41.16,-123.80,-3.94,47.54,-110.50
19990218 16:30,-124.62,-1.21,28.00,-128.52,-0.21,47.31,-117.50
19990218 17:30,-121.92,-11.71,32.45,-118.02,-19.92,47.62,-117.50
19990218 18:30,-100.85,-19.44,39.61,-95.12,-27.41,43.73,-110.00
19990218 19:30,-83.78,-18.37,35.74,-81.39,-31.06,40.87,-108.50
19990218 20:30,-87.78,-13.78,23.04,-82.94,-24.63,38.73,-103.00
19990218 21:30,-79.64,-25.49,25.54,-76.44,-32.82,37.07,-101.50
19990218 22:30,-79.59,-31.17,20.62,-85.22,-27.09,38.08,-104.00
19990218 23:30,-83.40,-49.88,22.74,-77.37,-48.46,37.37,-101.50
19990219 00:30,-77.09,-54.69,17.11,-74.65,-50.85,36.55,-103.50
19990219 01:30,-94.36,-54.94,4.76,-92.55,-46.47,40.54,-103.00
19990922 22:30,-127.27,-18.80,-25.41,-136.24,-14.54,27.42,-150.00
19990923 01:30,-137.50,-55.09,31.14,-150.90,-35.85,39.31,-146.00
19990923 02:30,-119.27,-33.33,37.25,-123.75,-31.08,40.36,-140.50
19990923 03:30,-136.58,-22.79,20.80,-136.64,-37.90,42.98,-140.50
19990923 04:30,-160.80,-19.84,11.53,-153.68,-48.82,47.56,-133.50
19990923 05:30,-138.98,1.21,26.89,-123.01,-22.99,48.75,-120.50
19990923 06:30,-119.32,3.96,34.21,-106.24,-10.93,47.88,-107.50
19990923 07:30,-108.43,-0.18,32.14,-98.73,-7.99,47.29,-104.00
19990923 08:30,-111.39,-11.67,26.11,-100.03,-8.43,46.57,-105.00
19990923 09:30,-107.48,-14.56,30.06,-98.55,-9.47,46.11,-102.00
19991022 02:30,-91.38,-26.30,-2.46,-101.36,-40.55,33.25,-102.50
19991022 03:30,-103.86,-30.11,2.64,-111.92,-46.59,35.16,-132.00
19991022 13:30,-146.19,-2.97,55.72,-140.32,-10.59,58.10,-132.50
19991022 14:30,-128.93,-7.90,51.97,-132.52,-11.11,55.11,-118.50
19991022 15:30,-105.44,0.98,48.18,-117.09,0.10,51.18,-114.50
19991022 16:30,-109.20,2.67,37.95,-118.05,4.48,48.85,-113.50
19991022 17:30,-109.48,-2.92,34.53,-114.30,-4.21,48.02,-112.00
19991022 18:30,-101.03,-6.08,37.20,-99.43,-15.54,46.50,-106.50
19991113 21:30,-71.40,-33.59,19.76,-79.67,-41.93,36.83,-102.00
20000212 10:30,-183.17,-36.77,-15.78,-187.70,-33.18,50.56,-117.00
20000212 11:30,-199.83,-35.86,-0.44,-191.44,-30.17,57.76,-122.00
20000212 12:30,-173.13,-16.11,21.35,-159.58,-14.00,56.22,-101.00
20000212 14:30,-115.98,-4.28,43.48,-121.81,14.49,55.73,-102.00
20000212 15:30,-130.00,7.95,24.90,-121.67,16.03,52.77,-101.50
20000212 16:30,-131.17,3.98,25.76,-122.05,12.65,53.77,-108.50
20000212 17:30,-116.61,15.73,28.08,-123.14,23.82,51.67,-111.50
20000212 18:30,-120.16,3.78,25.20,-116.65,3.10,49.80,-107.50
20000407 13:30,-145.92,-18.60,39.00,-136.17,-21.36,54.11,-145.00
20000407 14:30,-135.16,-12.70,39.43,-126.73,-14.88,54.03,-138.00
20000407 15:30,-131.71,-7.40,36.41,-124.19,-9.96,54.22,-133.00
20000407 16:30,-113.48,1.40,40.14,-113.39,0.97,53.81,-132.50
20000407 17:30,-129.27,-6.65,29.83,-123.30,-7.01,52.96,-130.50
20000407 18:30,-117.07,-4.57,35.30,-114.44,-4.76,51.28,-118.50
20000407 19:30,-114.23,-1.10,33.11,-108.37,2.58,50.38,-107.50
20000407 20:30,-112.30,-0.75,31.61,-103.69,4.12,49.65,-100.50
20000524 03:30,-119.50,-19.71,-78.94,-140.27,-60.83,28.34,-116.50
20000524 04:30,-118.44,-38.68,-28.49,-126.89,-63.69,35.80,-128.50
20000524 05:30,-108.64,-22.98,-1.53,-121.84,-39.19,37.96,-125.00
20000524 06:30,-112.21,-27.09,8.63,-121.65,-31.00,38.91,-125.00
20000524 07:30,-134.82,-36.12,4.61,-146.75,-30.22,43.10,-138.00
20000524 08:30,-164.87,-34.83,0.67,-176.19,-26.80,49.59,-144.00
20000524 09:30,-158.61,-34.50,17.71,-161.90,-29.96,52.40,-125.50
20000524 10:30,-134.20,-18.07,30.87,-129.94,-16.29,49.88,-106.00
20000524 11:30,-121.61,-24.94,37.69,-117.15,-30.06,50.28,-105.50
20000524 12:30,-116.32,-20.24,37.79,-116.36,-27.72,51.86,-105.50
20000715 19:30,-66.42,54.22,4.07,-39.33,65.94,41.19,-128.50
20000716 11:30,-147.89,-19.73,42.00,-137.78,-19.40,54.07,-145.00
20000716 12:30,-140.59,-20.46,43.19,-129.38,-23.56,53.88,-138.50
20000716 13:30,-136.52,-19.85,40.41,-126.79,-20.15,54.59,-136.50
20000716 14:30,-137.49,-18.59,36.26,-129.77,-16.31,55.01,-138.00
20000716 15:30,-136.56,-16.81,34.98,-130.41,-14.38,54.85,-134.50
20000716 16:30,-129.12,-10.26,36.76,-122.79,-11.69,54.25,-128.00
20000716 17:30,-124.80,-2.16,36.03,-118.16,-7.27,53.66,-124.50
20000716 18:30,-124.09,2.84,34.39,-117.45,-3.16,52.89,-123.50
20000716 19:30,-123.23,2.50,31.99,-117.10,-0.56,51.67,-121.50
20000716 20:30,-120.06,8.89,25.24,-116.66,3.18,50.37,-118.00
20000716 21:30,-121.21,10.14,19.84,-115.33,4.08,49.11,-116.50
20000716 22:30,-128.87,4.87,19.98,-116.59,1.44,47.71,-116.50
20000716 23:30,-134.07,6.54,17.32,-116.87,-2.78,46.41,-114.50
20000717 00:30,-132.22,6.44,17.92,-114.70,-8.55,44.23,-111.50
20000717 01:30,-133.64,8.55,16.24,-107.40,-7.41,43.37,-108.00
20000717 02:30,-133.99,6.10,11.68,-107.38,-7.64,43.72,-103.00
20000812 05:30,-104.87,7.95,15.65,-101.30,-8.84,51.57,-100.50
20000812 16:30,-151.22,-3.65,49.25,-147.48,3.26,64.00,-148.00
20000812 17:30,-130.53,-5.42,55.13,-131.18,-3.32,62.95,-139.00
20000812 18:30,-133.37,-6.10,48.80,-124.94,-9.18,62.54,-121.00
20000812 19:30,-122.79,-1.03,52.10,-96.09,-9.17,60.69,-103.50
20000812 20:30,-110.15,-6.75,50.53,-90.60,-7.89,60.10,-102.00
20000812 21:30,-108.94,-21.92,49.82,-88.12,-14.56,58.77,-102.50
20000917 21:30,-49.03,-14.44,3.39,-33.67,-4.18,28.24,-116.00
20000918 03:30,-137.95,-6.37,10.97,-124.96,-20.89,39.60,-148.50
20000918 04:30,-138.23,-2.08,14.90,-124.89,-22.95,42.33,-136.50
20000918 05:30,-132.17,-4.73,16.47,-121.56,-18.31,43.95,-129.50
20000918 06:30,-134.35,-7.95,18.19,-125.77,-12.63,46.15,-121.50
20000918 07:30,-121.24,-13.01,27.95,-112.11,-11.02,46.08,-111.00
20000918 08:30,-112.77,-18.30,31.50,-104.25,-12.84,45.49,-101.00
20001004 16:30,-110.69,10.54,23.90,-127.69,14.06,50.30,-105.50
20001004 17:30,-104.61,2.12,30.67,-122.13,1.20,49.99,-116.00
20001004 18:30,-102.40,8.22,25.38,-128.51,5.39,49.72,-131.50
20001004 19:30,-111.50,4.04,17.87,-141.88,0.57,51.27,-142.00
20001004 20:30,-101.35,-19.42,24.53,-115.16,-25.54,48.46,-141.00
20001004 21:30,-108.83,-28.39,16.05,-116.23,-31.67,45.60,-128.50
20001004 22:30,-97.13,-45.91,19.95,-103.02,-42.36,43.61,-119.00
20001004 23:30,-102.36,-60.71,20.22,-105.20,-48.83,43.76,-122.00
20001005 00:30,-100.98,-67.94,27.75,-104.56,-55.36,43.89,-123.00
20001005 01:30,-105.42,-57.48,30.31,-109.91,-50.79,45.05,-114.50
20001005 04:30,-114.18,-17.48,16.22,-118.27,-35.55,52.28,-125.00
20001005 08:30,-160.69,-27.94,36.28,-148.38,-20.53,64.22,-143.00
20001005 09:30,-134.01,-21.59,45.40,-126.77,-15.57,61.36,-126.00
20001005 10:30,-124.07,-21.01,42.99,-123.17,-24.01,59.31,-118.00
20001005 11:30,-151.57,-0.76,23.69,-167.72,8.93,60.44,-141.50
20001005 16:30,-165.12,34.77,46.96,-159.82,39.56,68.85,-149.00
20001005 17:30,-151.09,33.32,48.58,-149.84,30.16,67.22,-145.50
20001005 18:30,-146.75,16.25,49.26,-134.80,2.15,64.29,-142.50
20001005 19:30,-137.71,3.65,45.83,-127.43,-11.79,61.47,-139.00
20001005 20:30,-137.04,1.78,37.57,-125.93,-14.24,58.84,-135.00
20001005 21:30,-127.76,-7.96,36.10,-110.81,-25.52,55.56,-124.50
20001005 22:30,-121.13,-6.89,25.72,-112.84,-18.53,52.34,-111.00
20001005 23:30,-107.87,-14.99,26.71,-104.75,-18.35,51.71,-105.50
20001006 00:30,-100.94,-27.41,26.62,-97.64,-25.66,50.64,-103.00
20001014 14:30,-133.58,4.20,10.88,-132.66,12.45,52.35,-103.00
20001014 15:30,-94.27,18.27,33.99,-107.11,23.17,51.95,-102.50
20001029 00:30,-103.69,-26.62,-23.80,-85.74,-37.74,34.77,-107.00
