date,Bx,By,Bz,Mx,My,Mz,dst
19980925 08:30,-132.42,-11.60,21.53,-170.48,-40.52,39.96,-201.50
19991022 05:30,-226.81,46.46,55.10,-168.35,38.36,63.71,-221.00
19991022 06:30,-202.75,56.92,59.20,-212.94,32.99,69.49,-232.50
19991022 07:30,-147.19,-31.53,27.69,-214.99,-13.18,63.29,-217.00
20000406 20:30,-113.41,-100.37,16.02,-161.23,-94.88,32.00,-215.00
20000407 01:30,-306.47,-14.81,103.71,-243.97,-8.68,103.76,-237.00
20000407 02:30,-228.34,-12.13,113.40,-207.37,-23.14,93.07,-211.50
20000407 03:30,-214.13,4.58,100.57,-194.17,-19.06,87.50,-204.50
20000407 04:30,-215.13,3.69,89.97,-193.45,-13.63,85.79,-206.00
20000715 20:30,-20.78,-110.04,71.44,-242.40,-90.37,9.36,-243.00
20000716 03:30,-210.72,-29.15,103.95,-196.37,-45.33,72.17,-245.50
20000716 04:30,-171.62,-6.31,103.41,-183.68,-24.94,68.31,-220.00
20000716 05:30,-162.12,-17.94,83.67,-158.23,-22.01,64.62,-201.50
20000812 08:30,-139.63,-36.72,18.15,-199.05,-30.05,50.94,-218.50
20000812 09:30,-141.99,-44.71,12.71,-212.81,-31.08,51.53,-229.00
20000812 10:30,-162.40,-59.60,14.15,-188.84,-41.44,53.79,-207.50
20010331 05:30,-225.37,10.40,1.97,-178.44,31.13,42.48,-209.00
20010331 13:30,-181.40,-18.57,56.47,-199.31,-23.86,69.44,-234.50
20010331 14:30,-120.52,-12.69,73.85,-157.37,5.11,65.46,-221.00
20010331 15:30,-197.06,8.10,45.10,-164.30,-23.92,59.56,-218.00
20010331 16:30,-213.63,-11.84,44.72,-157.46,-88.69,56.60,-230.50
20010331 23:30,-194.16,-14.16,99.13,-178.71,3.83,79.75,-230.50
20010401 00:30,-173.22,-20.42,87.69,-177.76,-3.40,76.27,-220.50
20010401 01:30,-163.59,-17.49,83.66,-169.10,-3.95,74.65,-209.00
20010411 21:30,-143.60,-90.16,34.41,-179.82,-72.35,41.58,-210.00
20010411 22:30,-202.90,-97.81,50.81,-220.20,-48.23,58.34,-243.00
20010412 00:30,-217.43,-15.00,110.16,-182.02,1.69,84.20,-225.50
20010412 01:30,-201.99,-26.51,97.10,-165.78,-23.92,82.62,-212.50
20011106 09:30,-221.87,-8.57,85.28,-199.95,-24.73,69.84,-247.00
20011106 10:30,-197.76,-2.70,87.25,-175.66,-27.24,67.56,-224.00
20011106 11:30,-170.78,4.14,85.75,-151.56,-18.53,64.07,-206.50
20011106 14:30,-156.45,-7.95,70.37,-145.83,-26.65,61.48,-212.50
20011106 15:30,-156.61,-19.58,74.24,-148.05,-39.41,61.94,-214.00
20011124 14:30,-150.78,-43.43,11.40,-152.44,-73.51,40.24,-206.50
20011124 15:30,-157.77,-20.92,19.39,-164.24,-43.46,43.39,-216.00
20011124 16:30,-144.01,2.67,42.28,-157.83,3.80,50.05,-218.50
20011124 17:30,-156.30,-1.52,42.73,-153.35,-1.71,54.27,-210.50
20031029 19:30,NaN,NaN,NaN,NaN,NaN,NaN,-233.00
20031030 05:30,-212.71,-9.42,88.86,-192.31,-18.26,92.75,-232.00
20031030 06:30,-192.35,-31.68,79.31,-171.85,-18.80,85.63,-211.50
20031031 01:30,-236.17,5.28,132.38,-206.71,4.67,111.51,-245.00
20031031 02:30,-227.13,16.25,119.59,-196.90,-10.34,104.88,-242.50
20031031 03:30,-199.03,27.48,113.43,-201.74,-13.69,99.11,-218.50
20031121 01:30,-219.90,2.28,130.97,-216.21,1.58,107.21,-243.00
20031121 02:30,-196.01,3.78,115.55,-198.77,2.82,97.21,-212.00
20041108 01:30,-243.59,73.96,59.64,-192.60,25.81,74.29,-205.00
20041108 02:30,-266.50,20.35,62.18,-200.97,10.17,81.76,-248.00
20041108 10:30,-119.73,-107.11,22.53,-184.21,-112.72,59.82,-224.50
20041110 05:30,-182.65,73.26,50.76,-167.70,61.53,57.81,-218.50
20041110 06:30,-223.12,4.77,36.99,-181.52,29.26,65.10,-249.50
20041110 10:30,-157.74,-91.41,-28.90,-227.21,-117.32,55.77,-247.50
20041110 11:30,-132.63,-177.44,-9.29,-151.38,-109.86,56.52,-233.00
20041110 12:30,-133.05,-99.74,31.07,-153.48,-69.97,58.02,-220.00
20050515 07:30,-165.38,-42.23,-49.18,-251.43,-19.56,45.52,-238.00
20050515 08:30,-200.73,-63.49,-36.02,-222.70,-12.91,51.68,-234.50
20050515 09:30,-165.67,-4.19,14.93,-160.48,6.55,50.26,-203.00
20150317 21:30,-222.98,-46.72,25.75,-211.14,-46.65,62.61,-216.00
20150317 22:30,-229.53,-35.71,51.63,-228.80,-20.40,71.59,-229.50
20150317 23:30,-246.88,-13.37,67.64,-203.76,-8.45,82.57,-212.50
