date,Bx,By,Bz,Mx,My,Mz,dst
19980504 04:30,-102.43,20.80,5.11,-139.59,32.98,41.13,-183.50
19980504 05:30,-112.55,29.69,41.19,-120.00,81.40,51.00,-198.50
19980504 06:30,-117.59,-35.10,12.81,-139.18,-3.23,53.26,-188.50
19980504 07:30,-142.97,11.04,47.11,-110.93,11.35,58.56,-177.50
19980504 08:30,-110.11,10.32,55.42,-112.69,17.47,54.38,-152.50
19980827 08:30,-44.22,0.42,47.14,-161.52,-21.77,39.28,-151.50
19980925 03:30,-186.12,-29.26,19.98,-128.06,-12.48,50.11,-161.00
19980925 04:30,-199.54,-8.76,40.46,-157.37,8.94,53.31,-168.00
19980925 05:30,-168.53,-8.33,43.84,-170.57,1.87,53.66,-167.50
19980925 06:30,-73.10,22.02,57.40,-189.65,18.69,43.60,-185.50
19980925 07:30,-125.43,26.76,31.31,-158.17,11.87,38.12,-199.00
19980925 09:30,-57.08,-8.74,34.45,-162.74,-33.06,38.67,-200.00
19980925 10:30,-74.22,-76.49,0.95,-159.64,-55.85,35.90,-182.50
19980925 11:30,-99.79,-106.75,5.51,-132.16,-83.11,39.47,-159.50
19990922 23:30,-210.55,-35.38,54.79,-172.94,-31.38,50.22,-164.00
19990923 00:30,-190.31,6.19,72.99,-145.56,4.62,53.33,-154.00
19991022 04:30,-219.32,23.73,49.69,-105.59,6.30,55.21,-180.00
19991022 08:30,-159.62,-45.60,22.03,-193.71,-26.06,55.75,-195.00
19991022 09:30,-150.89,-7.66,49.99,-145.11,-2.60,53.86,-183.50
19991022 10:30,-135.88,-15.07,54.37,-143.76,-11.53,52.38,-181.00
19991022 11:30,-100.12,-32.39,54.06,-132.80,-14.85,50.68,-172.50
19991022 12:30,-99.59,-24.09,53.00,-114.87,-11.17,49.16,-154.00
20000406 19:30,-98.40,-57.72,7.53,-113.61,-80.66,14.92,-161.50
20000407 05:30,-180.11,18.20,94.87,-177.98,4.71,81.03,-196.00
20000407 06:30,-169.98,14.02,80.88,-173.61,6.55,77.81,-189.00
20000407 07:30,-165.02,-7.90,72.86,-153.83,-3.97,71.41,-171.50
20000407 08:30,-146.60,-7.15,78.49,-127.07,-2.99,66.33,-161.00
20000407 09:30,-146.64,-8.95,73.75,-132.84,-6.60,63.78,-164.00
20000407 10:30,-141.54,-4.52,72.84,-129.38,-3.87,62.19,-162.50
20000407 11:30,-142.11,0.93,73.19,-125.82,-2.00,61.58,-159.50
20000407 12:30,-143.00,7.78,71.87,-125.46,-0.42,60.80,-154.50
20000716 06:30,-156.66,-11.00,82.50,-145.26,-14.19,60.79,-186.50
20000716 07:30,-142.44,-8.69,84.68,-131.61,-12.93,57.64,-176.00
20000716 08:30,-143.74,-5.71,78.13,-128.12,-17.20,55.51,-169.50
20000716 09:30,-143.48,-15.03,70.49,-124.13,-25.82,54.21,-161.00
20000716 10:30,-144.21,-11.69,68.01,-123.35,-24.32,53.23,-152.50
20000812 06:30,-68.36,-14.54,22.81,-148.11,17.87,31.52,-155.50
20000812 07:30,-150.80,-27.08,5.56,-187.76,-2.08,45.97,-199.50
