date,Bx,By,Bz,Mx,My,Mz,dst
20000406 21:30,-181.72,-104.22,33.93,-210.68,-63.36,51.79,-261.00
20000406 22:30,-199.71,-99.39,77.34,-233.58,-51.35,73.68,-278.50
20000406 23:30,-259.81,-95.02,99.56,-271.89,-15.79,94.77,-279.00
20000407 00:30,-320.21,12.02,147.70,-285.96,42.99,108.30,-269.50
20000715 21:30,-242.58,-130.01,99.82,-300.00,-82.69,42.46,-284.50
20000715 22:30,-266.37,-120.38,119.18,-275.94,-51.17,63.45,-280.00
20000715 23:30,-266.45,-105.12,139.95,-248.27,-64.63,71.79,-290.00
20000716 00:30,-326.50,-61.32,119.19,-274.04,-36.42,81.39,-300.00
20000716 01:30,-283.75,-49.30,118.19,-243.85,-30.62,83.47,-289.00
20000716 02:30,-253.76,-27.97,111.74,-222.96,-37.95,75.92,-268.50
20010331 11:30,-226.37,8.82,68.32,-220.23,-11.09,78.29,-275.50
20010331 12:30,-184.80,22.08,81.85,-192.07,11.34,73.81,-254.00
20010331 17:30,-251.54,14.99,37.15,-205.53,-86.82,60.27,-250.50
20010331 18:30,-274.43,17.06,30.71,-227.45,-83.69,69.98,-261.50
20010331 19:30,-241.79,-1.83,51.96,-223.38,-45.54,78.59,-262.50
20010331 20:30,-246.71,-35.79,58.53,-235.31,-41.82,83.85,-270.00
20010331 21:30,-283.37,-10.87,68.40,-235.33,-17.74,88.89,-276.50
20010331 22:30,-241.99,-30.49,85.63,-214.69,-6.63,85.03,-251.00
20010411 23:30,-236.99,-70.36,74.01,-244.19,-20.40,78.83,-253.50
20011106 03:30,-294.91,37.84,-11.16,-303.59,98.21,49.79,-275.00
20011106 04:30,-313.65,82.43,61.20,-212.98,123.62,68.21,-284.50
20011106 05:30,-282.88,5.76,52.78,-221.72,85.87,75.43,-290.00
20011106 06:30,-271.00,-41.99,65.37,-230.56,33.27,79.33,-284.00
20011106 07:30,-266.00,-13.34,82.30,-224.88,-6.28,77.87,-276.00
20011106 08:30,-250.45,-4.80,79.83,-222.21,-18.25,74.69,-267.50
20031029 20:30,NaN,NaN,NaN,NaN,NaN,NaN,-260.50
20031029 21:30,-236.75,-41.68,127.94,-294.57,17.44,86.22,-274.50
20031030 03:30,-286.85,27.18,109.26,-233.58,6.72,110.00,-288.00
20031030 04:30,-210.94,-0.82,109.48,-213.83,-13.44,102.64,-258.50
20031030 20:30,-291.09,-25.62,55.98,-332.84,-73.59,91.11,-278.00
20031031 00:30,-233.12,28.22,170.50,-291.56,42.60,123.14,-276.50
20031120 16:30,-353.66,-31.83,-32.96,-293.30,-148.30,54.44,-279.00
20031121 00:30,-267.51,-6.49,135.60,-266.07,0.05,116.67,-282.50
20041108 09:30,-169.12,-77.23,13.86,-254.89,-90.28,67.29,-266.50
20041110 07:30,-178.63,-97.35,27.33,-199.40,28.54,69.08,-258.50
20041110 08:30,-107.69,35.61,72.58,-219.57,0.65,61.33,-258.00
20041110 09:30,-96.18,0.41,22.44,-235.44,-58.14,55.49,-260.50
