date,Bx,By,Bz,Mx,My,Mz,dst
19970421 22:30,-64.02,34.36,-10.14,-79.46,7.83,-17.21,-104.50
19970515 10:30,-174.53,-41.53,-31.30,-144.62,-50.79,-39.42,-108.00
19970515 11:30,-168.52,-62.85,-34.68,-146.48,-61.17,-44.61,-114.50
19970515 12:30,-151.03,-52.36,-36.81,-127.97,-47.97,-44.68,-113.00
19970515 13:30,-118.51,-55.67,-33.79,-111.82,-51.46,-42.10,-111.00
19970515 14:30,-125.21,-54.15,-32.83,-109.69,-45.05,-40.21,-109.00
19970515 15:30,-112.91,-32.13,-30.91,-108.92,-31.31,-36.53,-101.00
19971011 00:30,-58.28,21.67,-8.73,-82.27,-0.85,-10.49,-112.50
19971011 01:30,-86.29,27.89,-13.19,-106.46,6.50,-12.55,-120.50
19971011 02:30,-102.67,29.28,-19.28,-120.51,13.31,-17.24,-126.50
19971011 03:30,-110.42,25.74,-25.37,-126.25,25.22,-23.55,-122.00
19971011 04:30,-124.53,5.67,-29.47,-123.90,0.97,-28.66,-109.50
19971011 05:30,-108.74,-16.01,-31.18,-110.82,8.21,-31.02,-101.50
19971107 03:30,-118.22,39.96,-23.23,-123.67,48.82,-19.02,-108.00
19971107 04:30,-108.44,43.70,-23.58,-113.28,50.65,-22.52,-103.50
19971123 03:30,-126.25,29.95,-33.49,-123.79,27.01,-27.34,-101.50
19971123 04:30,-127.46,12.07,-34.87,-121.57,17.38,-30.40,-101.00
19971123 05:30,-129.38,1.37,-33.22,-126.33,26.56,-32.50,-105.00
19971123 06:30,-126.03,6.12,-30.59,-125.18,25.28,-34.20,-106.50
19971123 11:30,-103.54,-31.60,-33.37,-99.47,-40.30,-37.20,-106.50
19971123 12:30,-88.52,-25.86,-31.16,-93.75,-38.31,-35.97,-102.00
19980310 18:30,-63.80,-14.60,-15.01,-66.17,-20.39,-15.75,-106.50
19980310 19:30,-53.45,-24.80,-9.61,-72.58,-26.83,-12.91,-111.50
19980310 20:30,-69.23,-4.73,-8.46,-75.19,-18.06,-12.05,-115.50
19980310 21:30,-71.28,-26.06,-7.12,-90.08,-31.83,-11.81,-114.50
19980310 22:30,-100.23,-21.67,-13.03,-106.38,-9.34,-17.08,-114.00
19980310 23:30,-103.79,-8.15,-17.61,-103.64,0.93,-20.08,-110.50
19980311 00:30,-97.37,-6.50,-21.16,-97.59,-6.10,-19.77,-103.00
19980504 03:30,-173.84,-24.08,-30.09,-149.93,-5.53,-42.87,-119.00
19980504 09:30,-149.55,-17.76,-41.26,-132.04,-14.99,-61.08,-130.00
19980504 10:30,-141.77,-9.34,-41.27,-133.17,-16.63,-56.86,-130.50
19980504 11:30,-164.04,-19.14,-42.67,-152.69,-28.13,-55.92,-137.50
19980504 12:30,-148.59,-21.22,-41.77,-144.25,-27.50,-55.48,-125.00
19980504 13:30,-130.09,-24.38,-38.72,-130.56,-30.03,-50.40,-108.00
19980504 14:30,-130.96,-18.04,-37.79,-130.38,-27.33,-48.10,-107.50
