date,Bx,By,Bz,Mx,My,Mz,dst
19980504 04:30,-245.81,-119.36,-16.18,-295.09,-100.27,-31.70,-183.50
19980504 05:30,-287.62,-145.73,-27.11,-361.79,-136.69,-32.90,-198.50
19980504 06:30,-258.19,-120.03,-21.27,-292.18,-93.25,-39.41,-188.50
19980504 07:30,-247.08,-110.57,-21.32,-238.65,-100.98,-35.82,-177.50
19980504 08:30,-215.92,-91.96,-22.37,-186.62,-72.77,-30.78,-152.50
19980827 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-151.50
19980925 03:30,-247.02,-51.00,1.94,-251.81,-56.85,-30.91,-161.00
19980925 04:30,-256.43,-56.02,-12.20,-247.58,-46.87,-36.69,-168.00
19980925 05:30,-235.16,-54.96,-21.61,-228.59,-49.29,-40.13,-167.50
19980925 06:30,-246.04,-79.50,-34.92,-217.31,-48.95,-46.30,-185.50
19980925 07:30,-240.04,-85.73,-38.43,-208.88,-53.00,-46.59,-199.00
19980925 09:30,-211.64,-90.24,-43.04,-126.85,-51.27,-40.41,-200.00
19980925 10:30,-207.93,-91.68,-39.95,-103.75,-31.51,-37.13,-182.50
19980925 11:30,-171.29,-86.05,-46.18,-74.98,-53.26,-33.66,-159.50
19990922 23:30,-224.52,-52.98,16.67,-238.14,-39.87,-23.36,-164.00
19990923 00:30,-222.66,-43.52,3.48,-227.12,-43.63,-23.31,-154.00
19991022 04:30,-266.72,-75.76,3.14,-288.19,-91.82,-37.23,-180.00
19991022 08:30,-254.07,-62.96,-34.96,-209.16,-43.54,-52.68,-195.00
19991022 09:30,-229.33,-63.49,-33.98,-189.97,-51.92,-44.10,-183.50
19991022 10:30,-221.84,-66.24,-32.49,-183.06,-54.72,-41.00,-181.00
19991022 11:30,-202.13,-66.85,-31.11,-156.70,-64.91,-36.66,-172.50
19991022 12:30,-192.80,-65.96,-27.40,-151.46,-66.87,-32.35,-154.00
20000406 19:30,-122.43,-56.86,-9.95,-82.81,15.66,-20.01,-161.50
20000407 05:30,-260.01,-50.53,-15.20,-244.71,-34.00,-30.40,-196.00
20000407 06:30,-262.46,-64.19,-23.18,-242.21,-35.74,-30.13,-189.00
20000407 07:30,-246.86,-58.07,-24.08,-208.33,-35.59,-30.21,-171.50
20000407 08:30,-223.92,-49.05,-24.41,-180.23,-36.45,-28.56,-161.00
20000407 09:30,-220.24,-47.70,-22.75,-172.61,-31.84,-27.46,-164.00
20000407 10:30,-212.18,-45.44,-23.79,-172.45,-29.32,-26.06,-162.50
20000407 11:30,-203.41,-43.05,-25.02,-170.36,-28.55,-25.31,-159.50
20000407 12:30,-195.99,-40.10,-23.67,-167.05,-26.57,-25.07,-154.50
20000716 06:30,-226.96,-47.96,-38.61,-195.78,-44.27,-28.45,-186.50
20000716 07:30,-213.18,-50.75,-37.64,-182.46,-41.87,-27.01,-176.00
20000716 08:30,-206.82,-53.15,-33.76,-175.42,-43.31,-26.32,-169.50
20000716 09:30,-198.61,-48.30,-31.44,-164.28,-41.82,-26.33,-161.00
20000716 10:30,-196.29,-44.27,-31.65,-159.70,-36.42,-26.04,-152.50
