date,Bx,By,Bz,Mx,My,Mz,dst
20000406 21:30,-238.65,-69.68,3.50,-252.44,-54.94,-25.31,-261.00
20000406 22:30,-268.26,-84.41,-8.03,-317.34,-94.87,-24.91,-278.50
20000406 23:30,-283.25,-66.40,1.45,-391.00,-105.58,-26.43,-279.00
20000407 00:30,-347.33,-68.35,8.14,-469.54,-123.88,-29.53,-269.50
20000715 21:30,-312.61,-43.79,24.89,-329.00,-38.82,-29.37,-284.50
20000715 22:30,-322.99,-40.51,3.11,-334.01,-69.68,-30.03,-280.00
20000715 23:30,-303.60,-34.80,-7.40,-311.25,-55.49,-29.87,-290.00
20000716 00:30,-310.25,-27.01,-12.11,-355.53,-60.30,-29.80,-300.00
20000716 01:30,-310.84,-37.47,-24.86,-323.41,-67.30,-31.81,-289.00
20000716 02:30,-287.89,-40.79,-34.02,-269.39,-44.44,-31.59,-268.50
20010331 11:30,-329.80,-68.55,-43.16,-303.14,-54.63,-47.17,-275.50
20010331 12:30,-297.10,-64.67,-44.25,-273.83,-54.98,-42.87,-254.00
20010331 17:30,-240.92,-24.80,-20.87,-183.98,-3.45,-25.14,-250.50
20010331 18:30,-263.70,-25.09,-27.16,-207.97,1.15,-22.19,-261.50
20010331 19:30,-289.74,-32.17,-37.49,-261.10,-28.92,-22.01,-262.50
20010331 20:30,-275.92,-47.37,-47.22,-273.78,-19.13,-24.25,-270.00
20010331 21:30,-291.49,-58.21,-46.30,-302.66,-34.46,-27.23,-276.50
20010331 22:30,-253.92,-50.19,-51.54,-280.73,-47.77,-29.78,-251.00
20010411 23:30,-283.61,-74.80,-2.24,-318.41,-68.58,-21.63,-253.50
20011106 03:30,-305.35,3.42,14.25,-368.67,-102.02,-31.29,-275.00
20011106 04:30,-359.66,-38.04,-15.34,-437.77,-115.84,-35.71,-284.50
20011106 05:30,-353.50,-16.84,-18.27,-385.20,-102.17,-36.81,-290.00
20011106 06:30,-324.25,-18.77,-43.80,-325.07,-67.59,-38.32,-284.00
20011106 07:30,-296.33,-38.60,-52.56,-287.71,-45.56,-39.64,-276.00
20011106 08:30,-291.67,-49.17,-54.08,-277.83,-24.35,-42.29,-267.50
20031029 20:30,-322.30,-107.59,-11.59,-295.35,69.36,-22.93,-260.50
20031029 21:30,-304.89,-48.81,25.50,-324.69,32.59,-20.65,-274.50
20031030 03:30,-356.54,-47.42,-24.89,-362.85,-74.49,-52.77,-288.00
20031030 04:30,-291.96,-37.93,-32.20,-279.25,-54.55,-47.08,-258.50
20031030 20:30,-252.25,-70.92,14.43,-345.36,67.88,-31.32,-278.00
20031031 00:30,-285.41,-34.05,-21.57,-345.51,-78.90,-37.24,-276.50
20031120 16:30,-199.30,-80.49,-25.77,-115.11,7.02,-30.84,-279.00
20031121 00:30,-346.45,-58.29,-55.06,-346.63,-37.64,-34.62,-282.50
20041108 09:30,-279.27,-87.74,-65.83,-242.64,-64.85,-63.87,-266.50
20041110 07:30,-244.25,-88.83,-51.66,-308.90,-128.89,-48.82,-258.50
20041110 08:30,-239.00,-79.50,-49.11,-226.58,-112.04,-48.37,-258.00
20041110 09:30,-238.01,-97.57,-55.79,-166.70,-60.74,-45.60,-260.50
