date,Bx,By,Bz,Mx,My,Mz,dst
19980504 04:30,-229.83,-71.31,-16.88,-349.98,-80.48,17.89,-183.50
19980504 05:30,-330.15,-94.20,-18.96,-405.00,-99.82,22.29,-198.50
19980504 06:30,-293.91,-52.04,-21.15,-289.96,-37.53,22.31,-188.50
19980504 07:30,-247.23,-47.24,-9.21,-236.81,-34.25,19.96,-177.50
19980504 08:30,-216.17,-40.29,-5.41,-210.63,-26.72,18.28,-152.50
19980827 08:30,-243.40,-25.33,3.18,-267.79,-15.02,16.75,-151.50
19980925 03:30,-192.83,-4.73,0.66,-188.73,-25.74,12.46,-161.00
19980925 04:30,-219.59,2.50,-1.33,-228.24,-0.82,16.04,-168.00
19980925 05:30,-226.45,5.45,-1.54,-247.68,0.28,15.79,-167.50
19980925 06:30,-270.26,1.00,-1.25,-340.51,-10.72,15.51,-185.50
19980925 07:30,-249.04,-8.44,-9.77,-290.75,-10.13,15.71,-199.00
19980925 09:30,-256.18,-14.71,1.13,-258.56,-17.25,13.48,-200.00
19980925 10:30,-235.48,-14.95,-5.76,-227.09,-9.64,13.64,-182.50
19980925 11:30,-197.44,-17.99,1.40,-178.45,1.03,11.04,-159.50
19990922 23:30,-222.50,-53.54,-0.96,-171.45,-38.15,12.16,-164.00
19990923 00:30,-215.14,-60.02,2.61,-180.72,-43.66,12.75,-154.00
19991022 04:30,-197.47,-11.41,10.84,-237.25,-36.49,13.28,-180.00
19991022 08:30,-258.77,0.94,-9.77,-279.95,5.74,17.33,-195.00
19991022 09:30,-219.75,-10.83,0.09,-227.30,-14.41,17.15,-183.50
19991022 10:30,-229.33,-15.23,5.89,-234.18,-14.11,16.30,-181.00
19991022 11:30,-230.08,-10.88,1.91,-238.92,-13.88,16.57,-172.50
19991022 12:30,-205.50,-10.52,1.29,-213.68,-15.24,16.20,-154.00
20000406 19:30,-131.42,10.65,12.97,-129.32,8.55,24.30,-161.50
20000407 05:30,-201.11,-37.34,27.76,-230.33,-40.28,20.92,-196.00
20000407 06:30,-219.62,-39.85,18.30,-237.74,-48.27,21.72,-189.00
20000407 07:30,-218.96,-22.82,11.00,-221.06,-32.70,21.25,-171.50
20000407 08:30,-188.66,-25.93,10.52,-186.45,-24.39,21.04,-161.00
20000407 09:30,-189.99,-27.89,11.81,-187.11,-26.47,20.94,-164.00
