date,Bx,By,Bz,Mx,My,Mz,dst
19980925 08:30,-239.27,-15.38,-3.60,-243.40,1.44,13.78,-201.50
19991022 05:30,-237.63,-22.86,2.70,-302.18,-37.84,15.83,-221.00
19991022 06:30,-288.68,-26.66,-2.17,-366.15,-30.23,15.45,-232.50
19991022 07:30,-314.05,3.04,-11.86,-375.25,3.66,14.09,-217.00
20000406 20:30,-193.33,-0.37,12.68,-170.56,-3.33,22.31,-215.00
20000407 01:30,-366.77,-56.40,34.35,-306.57,-64.00,11.24,-237.00
20000407 02:30,-294.23,-45.00,40.26,-227.21,-45.50,15.80,-211.50
20000407 03:30,-217.29,-31.04,41.28,-195.17,-35.69,18.29,-204.50
20000407 04:30,-217.98,-24.45,38.13,-233.47,-32.06,19.44,-206.00
20000715 20:30,NaN,NaN,NaN,NaN,NaN,NaN,-243.00
20000716 03:30,NaN,NaN,NaN,NaN,NaN,NaN,-245.50
20000716 04:30,-236.04,-26.32,20.77,-239.37,-32.06,19.59,-220.00
20000716 05:30,NaN,NaN,NaN,NaN,NaN,NaN,-201.50
20000812 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-218.50
20000812 09:30,NaN,NaN,NaN,NaN,NaN,NaN,-229.00
20000812 10:30,NaN,NaN,NaN,NaN,NaN,NaN,-207.50
20010331 05:30,-145.14,-20.76,-8.68,-184.52,-27.17,10.89,-209.00
20010331 13:30,-276.19,-23.26,4.05,-273.88,-3.04,21.78,-234.50
20010331 14:30,-253.72,-21.39,6.50,-235.21,-20.79,21.58,-221.00
20010331 15:30,-258.76,-31.32,7.33,-219.63,-28.43,20.39,-218.00
20010331 16:30,-214.16,-41.20,9.29,-166.84,-27.09,17.91,-230.50
20010331 23:30,-214.60,-43.73,-4.25,-235.22,-33.79,19.83,-230.50
20010401 00:30,-226.40,-32.37,6.79,-229.17,-39.00,19.29,-220.50
20010401 01:30,-220.74,-17.61,13.24,-211.38,-41.82,19.66,-209.00
20010411 21:30,-204.25,10.03,1.16,-201.65,6.33,19.21,-210.00
20010411 22:30,-230.60,-34.22,12.89,-170.15,-24.72,18.43,-243.00
20010412 00:30,-309.18,-57.10,16.39,-283.64,-64.19,10.48,-225.50
20010412 01:30,-289.60,-56.88,29.41,-232.10,-57.69,10.90,-212.50
20011106 09:30,-268.42,-10.45,5.95,-250.75,-18.15,20.57,-247.00
20011106 10:30,-244.93,-16.60,5.12,-226.19,-19.54,21.41,-224.00
20011106 11:30,-229.93,-21.42,5.83,-215.96,-22.81,22.65,-206.50
20011106 14:30,-227.48,-31.73,7.62,-211.81,-28.29,22.80,-212.50
20011106 15:30,-235.41,-33.48,3.05,-224.19,-13.16,22.09,-214.00
20011124 14:30,-264.41,-27.02,-4.12,-241.75,5.77,11.96,-206.50
20011124 15:30,-218.84,-25.21,-4.56,-190.72,-7.33,15.22,-216.00
20011124 16:30,-246.11,-30.83,-2.67,-237.73,-33.58,16.00,-218.50
20011124 17:30,-239.42,-34.39,-2.50,-231.66,-41.52,16.16,-210.50
20031029 19:30,-176.57,-32.91,-8.73,-112.99,-18.99,18.81,-233.00
20031030 05:30,-263.79,-23.37,30.01,-263.88,-19.46,24.56,-232.00
20031030 06:30,-241.46,-19.43,20.03,-239.20,-17.76,24.22,-211.50
20031031 01:30,-272.21,-5.59,-0.30,-303.22,-4.70,22.43,-245.00
20031031 02:30,-258.57,14.53,16.94,-249.77,-15.69,22.72,-242.50
20031031 03:30,-263.56,19.33,15.83,-254.76,-15.02,24.77,-218.50
20031121 01:30,-268.94,-67.95,21.38,-273.47,-34.02,22.93,-243.00
20031121 02:30,-254.82,-48.09,25.97,-251.01,-22.10,24.57,-212.00
20041108 01:30,-243.42,-38.61,27.65,-188.22,-124.11,15.86,-205.00
20041108 02:30,-261.02,-13.00,25.71,-284.34,-60.31,18.48,-248.00
20041108 10:30,-276.63,-9.19,-0.79,-260.62,9.43,15.59,-224.50
20041110 05:30,-294.70,-15.89,19.75,-324.97,-32.30,23.86,-218.50
20041110 06:30,-336.75,-12.35,12.61,-375.61,-24.83,18.59,-249.50
20041110 10:30,-337.70,-22.10,1.90,-316.27,-5.15,15.73,-247.50
20041110 11:30,-296.70,5.86,1.22,-270.68,18.84,10.49,-233.00
20041110 12:30,-291.90,-5.30,1.76,-276.95,-8.06,10.37,-220.00
20050515 07:30,-349.74,-32.19,-11.69,-413.13,-34.51,10.34,-238.00
20050515 08:30,-380.91,-33.85,-17.98,-406.95,-37.10,11.14,-234.50
20050515 09:30,-325.44,-27.34,-22.15,-332.55,-41.37,12.20,-203.00
20150317 21:30,-144.23,-45.02,7.67,-117.99,-38.74,2.17,-216.00
20150317 22:30,-210.25,-45.14,13.56,-198.29,-46.91,3.47,-229.50
20150317 23:30,-217.65,-42.12,15.24,-169.76,-65.09,0.23,-212.50
