date,Bx,By,Bz,Mx,My,Mz,dst
19970101 00:30,NaN,NaN,NaN,NaN,NaN,NaN,-2.50
19970101 06:30,NaN,NaN,NaN,NaN,NaN,NaN,-1.00
19970101 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-1.50
19970101 12:30,NaN,NaN,NaN,NaN,NaN,NaN,-0.50
19970101 13:30,NaN,NaN,NaN,NaN,NaN,NaN,-2.50
19970101 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-3.50
19970101 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-5.00
19970101 16:30,NaN,NaN,NaN,NaN,NaN,NaN,-6.00
19970101 17:30,NaN,NaN,NaN,NaN,NaN,NaN,-5.50
19970101 18:30,NaN,NaN,NaN,NaN,NaN,NaN,-4.00
19970101 19:30,NaN,NaN,NaN,NaN,NaN,NaN,-4.50
19970101 20:30,NaN,NaN,NaN,NaN,NaN,NaN,-4.50
19970101 21:30,NaN,NaN,NaN,NaN,NaN,NaN,-6.00
19970101 22:30,NaN,NaN,NaN,NaN,NaN,NaN,-7.50
19970101 23:30,NaN,NaN,NaN,NaN,NaN,NaN,-5.00
19970102 00:30,NaN,NaN,NaN,NaN,NaN,NaN,-3.00
19970102 01:30,NaN,NaN,NaN,NaN,NaN,NaN,-0.50
19970102 05:30,NaN,NaN,NaN,NaN,NaN,NaN,-3.50
19970102 06:30,NaN,NaN,NaN,NaN,NaN,NaN,-8.00
19970102 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-7.00
19970102 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-1.00
19970102 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-1.50
19970102 16:30,NaN,NaN,NaN,NaN,NaN,NaN,-5.00
19970102 17:30,NaN,NaN,NaN,NaN,NaN,NaN,-4.00
19970102 18:30,NaN,NaN,NaN,NaN,NaN,NaN,-4.00
19970102 19:30,NaN,NaN,NaN,NaN,NaN,NaN,-6.50
19970102 20:30,NaN,NaN,NaN,NaN,NaN,NaN,-7.50
19970102 21:30,NaN,NaN,NaN,NaN,NaN,NaN,-6.50
19970102 22:30,NaN,NaN,NaN,NaN,NaN,NaN,-6.00
19970102 23:30,NaN,NaN,NaN,NaN,NaN,NaN,-6.00
19970103 00:30,NaN,NaN,NaN,NaN,NaN,NaN,-5.00
19970103 01:30,NaN,NaN,NaN,NaN,NaN,NaN,-2.50
19970103 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-1.00
