date,Bx,By,Bz,Mx,My,Mz,dst
20000406 21:30,-377.32,24.67,14.90,-369.32,75.32,2.17,-261.00
20000406 22:30,-412.78,62.72,13.75,-412.59,110.54,-1.39,-278.50
20000406 23:30,-436.55,19.18,9.34,-429.27,106.88,-6.52,-279.00
20000407 00:30,-392.36,37.66,5.24,-391.02,59.42,-9.27,-269.50
20000715 21:30,-494.67,47.59,18.19,-439.24,106.10,8.26,-284.50
20000715 22:30,-468.06,13.00,9.07,-418.66,110.70,1.30,-280.00
20000715 23:30,-442.53,4.21,4.55,-430.85,61.79,1.61,-290.00
20000716 00:30,-434.48,24.51,6.04,-406.79,56.46,0.29,-300.00
20000716 01:30,-363.60,25.62,2.78,-341.48,45.18,2.10,-289.00
20000716 02:30,-319.91,21.78,3.64,-309.32,24.92,4.10,-268.50
20010331 11:30,NaN,NaN,NaN,NaN,NaN,NaN,-275.50
20010331 12:30,NaN,NaN,NaN,NaN,NaN,NaN,-254.00
20010331 17:30,NaN,NaN,NaN,NaN,NaN,NaN,-250.50
20010331 18:30,NaN,NaN,NaN,NaN,NaN,NaN,-261.50
20010331 19:30,NaN,NaN,NaN,NaN,NaN,NaN,-262.50
20010331 20:30,NaN,NaN,NaN,NaN,NaN,NaN,-270.00
20010331 21:30,NaN,NaN,NaN,NaN,NaN,NaN,-276.50
20010331 22:30,NaN,NaN,NaN,NaN,NaN,NaN,-251.00
20010411 23:30,NaN,NaN,NaN,NaN,NaN,NaN,-253.50
20011106 03:30,NaN,NaN,NaN,NaN,NaN,NaN,-275.00
20011106 04:30,NaN,NaN,NaN,NaN,NaN,NaN,-284.50
20011106 05:30,NaN,NaN,NaN,NaN,NaN,NaN,-290.00
20011106 06:30,NaN,NaN,NaN,NaN,NaN,NaN,-284.00
20011106 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-276.00
20011106 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-267.50
20031029 20:30,-459.97,4.12,-7.31,-442.02,109.49,-14.14,-260.50
20031029 21:30,-415.51,-5.47,-13.19,-379.92,64.13,-15.94,-274.50
20031030 03:30,-310.50,25.46,-4.88,-262.05,52.41,1.30,-288.00
20031030 04:30,-304.24,25.73,-4.31,-276.94,60.16,-1.17,-258.50
20031030 20:30,-380.08,9.96,-0.75,-408.78,91.73,0.12,-278.00
20031031 00:30,-358.93,58.84,-17.24,-318.22,116.99,-23.93,-276.50
20031120 16:30,-396.59,92.81,-16.63,-433.47,97.33,-9.04,-279.00
20031121 00:30,-390.58,81.87,-36.83,-369.43,86.50,-20.05,-282.50
20041108 09:30,-241.47,52.82,31.13,-272.07,60.49,18.57,-266.50
20041110 07:30,-173.51,50.30,-0.26,-152.61,47.22,9.00,-258.50
20041110 08:30,-164.38,24.64,-4.11,-173.71,63.02,4.90,-258.00
20041110 09:30,-223.94,40.82,-1.90,-262.26,69.43,2.42,-260.50
