date,Bx,By,Bz,Mx,My,Mz,dst
19970421 22:30,-70.00,-57.20,21.76,-66.63,-60.51,32.51,-104.50
19970515 10:30,-68.59,47.16,29.52,-63.16,40.47,33.63,-108.00
19970515 11:30,-31.61,-3.01,13.34,-67.03,-3.77,33.23,-114.50
19970515 12:30,-32.90,-37.81,-10.45,-84.26,-33.86,27.62,-113.00
19970515 13:30,-42.88,-57.40,-15.47,-69.86,-44.22,25.87,-111.00
19970515 14:30,-35.30,-65.61,-17.70,-77.20,-36.60,24.30,-109.00
19970515 15:30,-73.13,-30.92,-1.35,-85.22,-10.29,24.25,-101.00
19971011 00:30,-111.52,-45.30,25.90,-86.20,-40.13,42.65,-112.50
19971011 01:30,-129.97,-24.95,37.27,-96.71,-19.92,46.37,-120.50
19971011 02:30,-134.73,-2.86,46.36,-100.24,2.86,47.71,-126.50
19971011 03:30,-135.37,-34.96,49.53,-96.50,-6.74,49.54,-122.00
19971011 04:30,-101.51,19.32,55.43,-83.65,17.67,48.17,-109.50
19971011 05:30,-102.83,-14.24,43.76,-77.31,4.25,44.67,-101.50
19971107 03:30,-147.31,-7.71,44.47,-104.94,32.87,31.62,-108.00
19971107 04:30,-149.86,0.04,45.09,-114.68,20.08,34.31,-103.50
19971123 03:30,-133.82,-11.17,49.77,-112.25,-10.03,47.86,-101.50
19971123 04:30,-67.90,-5.28,46.28,-95.48,-4.59,45.80,-101.00
19971123 05:30,-132.76,-10.70,39.15,-99.57,10.17,44.21,-105.00
19971123 06:30,-123.98,-12.76,43.84,-100.85,8.14,43.72,-106.50
19971123 11:30,-59.54,7.38,25.44,-74.81,-7.31,32.47,-106.50
19971123 12:30,-58.17,-12.47,16.14,-72.89,-21.26,31.50,-102.00
19980310 18:30,-129.32,-21.33,6.83,-99.00,-65.68,16.83,-106.50
19980310 19:30,-101.58,-32.81,18.06,-95.19,-61.68,23.05,-111.50
19980310 20:30,-112.81,-28.52,15.79,-91.51,-64.23,28.59,-115.50
19980310 21:30,-80.25,-30.69,22.65,-80.74,-43.06,30.88,-114.50
19980310 22:30,-96.58,-36.71,21.22,-83.41,-25.57,29.96,-114.00
19980310 23:30,-122.01,-37.84,23.84,-95.17,-15.12,33.86,-110.50
19980311 00:30,-95.13,-38.12,28.66,-87.67,-18.94,34.75,-103.00
19980504 03:30,-101.64,22.99,52.71,-85.20,58.50,39.13,-119.00
19980504 09:30,-67.27,-51.91,37.24,-87.87,-25.37,61.50,-130.00
19980504 10:30,-90.31,-11.18,43.92,-84.32,0.35,59.00,-130.50
19980504 11:30,-88.90,0.91,43.93,-102.73,5.09,58.88,-137.50
19980504 12:30,-109.54,-20.37,35.04,-121.16,-19.88,54.97,-125.00
19980504 13:30,-91.46,-1.36,40.29,-91.86,0.17,49.41,-108.00
19980504 14:30,-91.92,6.96,41.38,-88.63,0.78,46.81,-107.50
19980504 15:30,-79.83,1.07,43.74,-81.14,-3.26,44.05,-113.00
19980504 16:30,-67.39,-1.76,43.08,-77.88,-13.29,43.37,-114.50
19980504 17:30,-65.14,-4.67,48.81,-70.85,-16.60,43.82,-110.50
19980504 18:30,-58.97,0.42,52.86,-70.75,-7.16,43.32,-107.00
19980504 19:30,-62.19,8.73,55.15,-73.16,0.47,42.41,-103.50
19980505 03:30,-101.21,22.02,44.67,-82.23,26.35,37.98,-104.00
19980505 04:30,-116.99,10.87,46.85,-104.98,24.90,43.05,-116.50
19980505 05:30,-97.01,-17.36,46.68,-97.06,-8.71,43.22,-109.50
19980505 06:30,-101.18,3.97,45.31,-98.80,-5.23,42.81,-104.50
19980505 07:30,-99.27,-19.34,39.88,-88.24,-17.34,42.62,-106.50
19980505 08:30,-92.26,-17.57,39.30,-83.23,-12.21,42.97,-108.00
19980505 09:30,-89.03,-12.27,40.47,-85.10,-5.53,42.61,-105.50
19980505 10:30,-89.39,-6.30,41.22,-83.25,-2.42,42.12,-103.00
19980505 15:30,-69.01,-44.31,17.57,-78.82,-32.78,33.40,-104.50
19980505 16:30,-67.90,-26.34,15.38,-74.64,-18.06,32.81,-101.00
19980806 09:30,-40.82,-4.67,-8.50,-146.01,-27.05,24.30,-101.50
19980806 10:30,-72.10,8.64,-24.53,-127.11,-13.44,28.01,-125.00
19980806 11:30,-99.07,40.84,-16.18,-128.11,5.14,32.78,-135.50
19980806 12:30,-80.57,-2.40,-30.86,-117.61,5.52,31.20,-128.00
19980806 13:30,-85.50,11.84,-8.51,-88.36,11.46,30.57,-116.50
19980806 14:30,-90.20,10.11,18.60,-82.94,17.67,32.83,-109.50
19980806 15:30,-91.61,17.57,32.98,-83.58,20.31,34.55,-110.00
19980806 16:30,-97.89,26.12,42.94,-89.90,13.69,36.33,-110.50
19980806 17:30,-107.66,15.29,43.68,-94.11,5.44,35.93,-108.00
19980806 18:30,-120.34,-0.41,39.21,-97.40,1.01,34.31,-102.50
19980807 05:30,-127.14,15.54,48.90,-112.83,17.88,39.15,-102.50
19980827 00:30,-81.26,-51.51,45.94,-76.65,-10.65,36.72,-104.50
19980827 01:30,-120.76,16.43,77.32,-84.18,-19.10,48.92,-121.50
19980827 02:30,-165.61,-25.82,70.17,-110.09,-18.36,55.06,-136.50
19980827 03:30,-170.87,-20.22,75.25,-123.57,11.04,60.16,-139.00
19980827 04:30,-136.27,9.03,69.47,-125.29,13.41,58.17,-134.00
19980827 05:30,-137.74,9.41,62.57,-108.71,23.52,54.57,-130.50
19980827 06:30,-128.05,-27.73,55.06,-128.90,-11.65,54.54,-128.00
19980827 07:30,-100.96,-45.14,36.73,-149.12,-17.90,51.85,-137.50
19980827 09:30,-121.68,-29.86,8.63,-168.95,-29.86,46.01,-147.00
19980827 10:30,-89.31,-42.14,-0.58,-145.39,-53.12,40.54,-130.50
19980827 11:30,-81.80,-25.44,-8.80,-118.28,-50.99,34.81,-130.50
19980827 12:30,-40.93,-40.63,-8.43,-97.88,-50.98,34.72,-141.00
19980827 13:30,-85.12,-52.27,-17.32,-117.04,-48.83,34.07,-144.00
19980827 14:30,-115.66,-80.25,-24.12,-122.62,-58.66,35.41,-141.50
19980827 15:30,-128.59,-71.89,-11.65,-111.10,-53.07,35.86,-136.00
19980827 16:30,-136.80,-65.83,7.00,-110.28,-47.92,36.86,-133.50
19980827 17:30,-155.23,-49.27,27.47,-115.75,-42.94,37.15,-133.50
19980827 18:30,-161.98,-33.75,42.43,-112.54,-42.55,38.53,-131.00
19980827 19:30,-164.31,-33.47,45.78,-103.61,-36.69,40.14,-126.00
19980827 20:30,-163.66,-29.54,42.50,-97.90,-28.28,43.32,-117.50
19980827 21:30,-156.23,-32.47,45.37,-87.64,-12.75,46.36,-109.50
19980827 22:30,-121.55,-29.76,51.22,-82.50,-17.95,48.67,-102.00
19980925 02:30,-102.77,-19.49,47.18,-75.79,-32.82,40.87,-118.50
19980925 12:30,-91.92,-120.70,-15.70,-135.20,-108.93,40.81,-140.50
19980925 13:30,-72.10,-71.51,-1.03,-108.76,-66.72,41.06,-129.00
19980925 14:30,-81.19,-75.86,6.46,-107.74,-67.30,41.56,-122.50
19980925 15:30,-70.11,-65.51,15.51,-105.68,-48.52,40.63,-109.50
19981019 11:30,-73.27,40.30,31.47,-78.97,20.72,37.98,-105.00
19981019 12:30,-62.96,23.80,22.40,-79.94,5.34,38.22,-103.00
19981019 14:30,-32.90,-74.65,-4.88,-87.15,-49.93,30.43,-105.00
19981019 15:30,-58.04,-81.11,-2.91,-101.52,-41.55,29.92,-111.00
19981019 16:30,-57.77,-51.52,16.72,-84.86,-26.97,30.81,-106.50
19981108 03:30,-144.87,27.62,50.13,-107.23,28.41,40.19,-102.50
19981108 04:30,-159.83,18.92,46.63,-121.73,44.58,39.35,-124.50
19981108 05:30,-173.67,64.95,43.59,-182.29,38.94,42.72,-144.50
19981108 06:30,-116.98,29.28,18.50,-193.11,2.92,43.37,-134.50
19981108 07:30,-117.28,-15.97,-9.90,-169.01,-36.24,37.67,-114.50
19981108 08:30,-82.94,6.32,2.55,-117.35,-20.14,35.51,-106.50
19981108 09:30,-93.72,-5.06,11.53,-104.68,-9.90,34.78,-101.00
19981109 06:30,-140.03,41.85,29.76,-141.26,38.86,33.12,-105.50
19981109 07:30,-113.71,-2.68,23.42,-141.35,14.26,35.99,-115.50
19981109 08:30,-122.83,27.39,19.91,-142.37,5.16,38.83,-125.00
19981109 09:30,-91.93,7.62,3.80,-142.53,-21.47,37.14,-121.00
19981109 10:30,-85.42,2.79,-11.61,-131.15,-31.84,30.98,-119.50
19981109 11:30,-46.70,12.39,-7.95,-104.44,-15.72,29.61,-130.50
19981109 12:30,-67.05,3.74,-5.26,-98.75,-11.47,31.54,-128.50
19981109 13:30,-50.21,-44.91,-14.23,-95.53,-44.34,27.97,-119.00
19981109 14:30,-59.13,-62.73,-14.74,-87.40,-54.23,27.79,-125.00
19981109 15:30,-83.52,-53.67,-1.96,-94.09,-30.77,30.76,-134.50
19981109 16:30,-80.49,-64.72,5.88,-101.33,-47.05,32.64,-139.50
19981109 17:30,-77.42,-75.51,13.94,-109.10,-59.80,34.25,-142.00
19981109 18:30,-80.14,-56.21,29.28,-102.94,-42.72,34.26,-134.50
19981109 19:30,-92.54,-32.77,38.13,-99.12,-49.90,37.92,-118.50
19981109 20:30,-96.58,-37.70,37.01,-92.95,-52.28,41.30,-106.50
19981109 21:30,-92.39,-19.72,42.57,-89.08,-41.34,44.01,-105.50
19981109 22:30,-85.90,-10.17,43.78,-90.84,-40.14,47.39,-106.00
19981113 12:30,-29.45,-22.82,10.35,-81.56,-29.74,29.92,-101.00
19981113 13:30,-60.41,-36.02,4.72,-90.82,-28.50,32.24,-119.00
19981113 14:30,-70.67,-54.53,4.52,-95.25,-36.14,33.03,-117.00
19981113 15:30,-62.39,-71.03,6.51,-86.89,-58.37,32.95,-113.50
19981113 16:30,-51.57,-104.27,4.87,-93.84,-67.02,31.21,-121.00
19981113 17:30,-90.26,-77.53,11.87,-103.85,-53.37,30.80,-126.50
19981113 18:30,-91.14,-59.60,22.26,-109.18,-48.55,32.18,-123.00
19981113 19:30,-98.23,-68.02,22.61,-116.18,-81.03,37.16,-122.50
19981113 20:30,-92.90,-47.06,31.81,-119.17,-61.48,42.34,-129.00
19981113 21:30,-93.87,-28.89,42.34,-109.19,-43.95,45.22,-122.00
19981113 22:30,-115.94,-53.26,34.51,-101.61,-55.53,48.03,-109.50
19981113 23:30,-106.26,-35.77,37.60,-104.60,-32.45,50.76,-104.50
19981114 00:30,-95.12,-31.08,42.09,-93.81,-12.66,52.23,-103.00
19981114 01:30,-101.56,-44.95,43.21,-93.63,-27.97,54.69,-104.00
19981114 02:30,-117.84,-51.18,47.76,-97.46,-18.18,56.78,-107.00
19981114 03:30,-119.36,-36.21,56.15,-93.90,-7.72,57.35,-107.00
19981114 04:30,-117.63,-48.97,61.63,-89.85,-9.29,57.26,-102.50
19990113 19:30,-77.79,-42.36,24.18,-87.07,-52.04,24.85,-104.50
19990113 20:30,-71.17,-36.63,29.99,-83.42,-50.44,29.65,-106.50
19990113 21:30,-78.94,-31.01,29.19,-83.76,-41.97,32.75,-105.50
19990113 22:30,-115.15,-46.79,25.55,-87.42,-42.32,38.02,-108.50
19990113 23:30,-111.08,-24.23,32.88,-94.38,-20.49,40.18,-106.50
19990218 08:30,-123.30,45.18,14.93,-139.50,28.50,24.38,-114.50
19990218 09:30,-101.43,-9.51,-2.78,-174.92,-26.87,26.73,-119.00
19990218 10:30,-35.05,-17.75,-19.77,-144.98,-47.20,25.33,-109.50
19990218 13:30,-12.99,-68.45,-15.31,-87.48,-60.52,23.89,-105.00
19990218 14:30,-42.70,-58.34,-21.81,-91.13,-44.94,26.03,-115.00
19990218 15:30,-69.43,-38.88,-7.45,-78.67,-30.36,27.15,-110.50
19990218 16:30,-65.96,-18.34,11.47,-80.94,-3.99,27.56,-117.50
19990218 17:30,-85.59,-3.92,22.88,-89.39,-14.42,30.46,-117.50
19990218 18:30,-100.50,-3.83,23.76,-79.59,-17.84,32.74,-110.00
19990218 19:30,-110.77,-23.62,15.74,-86.45,-35.93,35.37,-108.50
19990218 20:30,-104.89,-29.03,18.48,-90.75,-38.85,37.86,-103.00
19990218 21:30,-109.28,-40.16,20.47,-86.04,-32.73,38.50,-101.50
19990218 22:30,-101.91,-38.65,25.34,-93.28,-29.98,41.31,-104.00
19990218 23:30,-96.98,-33.31,30.68,-82.95,-19.79,43.13,-101.50
19990219 00:30,-104.05,-39.52,31.03,-83.79,-21.15,45.13,-103.50
19990219 01:30,-106.00,-22.24,34.30,-90.32,6.41,46.10,-103.00
19990922 22:30,-108.46,-116.87,-3.75,-113.97,-97.10,30.67,-150.00
19990923 01:30,-138.79,-44.56,53.90,-126.19,-19.56,51.77,-146.00
19990923 02:30,-117.17,-36.79,55.11,-109.34,-22.71,49.90,-140.50
19990923 03:30,-127.39,-25.77,56.44,-115.38,-13.89,50.44,-140.50
19990923 04:30,-138.15,8.89,61.81,-118.50,5.49,51.91,-133.50
19990923 05:30,-108.39,-34.30,56.52,-99.51,-23.47,50.02,-120.50
19990923 06:30,-89.70,-24.45,55.12,-85.31,-22.42,47.60,-107.50
19990923 07:30,-83.55,-18.98,51.87,-76.08,-13.84,44.59,-104.00
19990923 08:30,-84.77,-16.41,49.12,-75.44,-9.73,43.25,-105.00
19990923 09:30,-82.41,-13.96,46.79,-73.48,-8.00,41.77,-102.00
19991022 02:30,-112.26,-78.41,35.85,-101.67,-51.31,39.35,-102.50
19991022 03:30,-117.49,-65.12,47.11,-100.97,-42.41,44.93,-132.00
19991022 13:30,-118.27,-27.04,38.11,-102.75,-25.86,56.03,-132.50
19991022 14:30,-104.65,-28.86,43.02,-94.31,-24.53,54.30,-118.50
19991022 15:30,-98.76,-55.95,35.61,-94.25,-46.82,52.38,-114.50
19991022 16:30,-81.78,-52.94,37.52,-87.93,-41.42,50.67,-113.50
19991022 17:30,-66.49,-42.79,44.83,-78.89,-29.45,49.57,-112.00
19991022 18:30,-78.32,-22.19,52.24,-80.59,-29.53,50.07,-106.50
19991113 21:30,-107.50,-24.76,39.79,-86.39,-29.13,44.51,-102.00
20000212 10:30,-110.39,77.36,13.90,-133.87,41.07,39.50,-117.00
20000212 11:30,-139.41,32.93,5.39,-149.25,24.48,41.56,-122.00
20000212 12:30,-100.03,-1.09,9.70,-107.74,-13.06,40.58,-101.00
20000212 14:30,-104.71,-26.55,13.44,-99.94,-14.54,36.25,-102.00
20000212 15:30,-71.69,-15.62,13.62,-77.91,-5.53,33.58,-101.50
20000212 16:30,-81.76,-18.98,11.84,-74.87,-0.26,32.19,-108.50
20000212 17:30,-50.69,-47.42,13.47,-76.11,-25.57,31.78,-111.50
20000212 18:30,-44.26,-28.41,14.78,-71.72,-20.16,32.52,-107.50
20000407 13:30,-119.96,-20.17,54.65,-115.96,-14.59,63.08,-145.00
20000407 14:30,-115.94,-12.19,52.11,-111.20,-1.67,59.60,-138.00
20000407 15:30,-119.45,-10.40,50.63,-111.98,2.61,56.37,-133.00
20000407 16:30,-120.91,-15.41,48.76,-110.91,-0.31,51.96,-132.50
