date,Bx,By,Bz,Mx,My,Mz,dst
19970110 07:30,NaN,NaN,NaN,NaN,NaN,NaN,-52.50
19970110 08:30,NaN,NaN,NaN,NaN,NaN,NaN,-71.00
19970110 09:30,NaN,NaN,NaN,NaN,NaN,NaN,-75.50
19970110 10:30,NaN,NaN,NaN,NaN,NaN,NaN,-65.50
19970110 11:30,NaN,NaN,NaN,NaN,NaN,NaN,-59.00
19970110 12:30,NaN,NaN,NaN,NaN,NaN,NaN,-62.00
19970110 13:30,NaN,NaN,NaN,NaN,NaN,NaN,-62.00
19970110 14:30,NaN,NaN,NaN,NaN,NaN,NaN,-61.00
19970110 15:30,NaN,NaN,NaN,NaN,NaN,NaN,-60.50
19970110 16:30,NaN,NaN,NaN,NaN,NaN,NaN,-56.50
19970110 17:30,NaN,NaN,NaN,NaN,NaN,NaN,-51.00
19970209 18:30,-59.36,-23.21,7.90,-48.63,-38.41,13.13,-51.50
19970209 19:30,-76.15,-40.82,7.28,-54.54,-52.79,16.50,-55.00
19970209 20:30,-73.26,-47.67,12.89,-53.19,-48.01,18.73,-56.00
19970209 21:30,-48.21,-27.94,22.05,-40.84,-33.56,20.61,-51.00
19970210 05:30,-52.80,-4.37,21.52,-49.34,2.28,19.68,-51.50
19970210 06:30,-63.26,1.30,20.96,-54.94,15.20,19.84,-55.50
19970210 07:30,-54.10,-9.64,20.48,-47.92,-0.45,20.77,-58.50
19970210 08:30,-48.59,-6.31,21.38,-46.24,-2.22,20.50,-61.50
19970210 09:30,-35.22,5.64,18.94,-51.14,-3.06,19.13,-65.50
19970210 10:30,-25.49,0.74,12.84,-48.69,-10.58,18.49,-68.00
19970210 11:30,-17.44,-8.80,10.11,-45.25,-16.31,17.86,-66.50
19970210 12:30,-7.09,-19.36,6.31,-41.89,-23.88,16.73,-63.00
19970210 13:30,-15.75,-18.68,3.80,-40.58,-23.23,15.64,-60.50
19970210 14:30,-16.81,-36.34,2.44,-37.91,-30.34,15.53,-60.00
19970210 15:30,-19.44,-48.58,3.31,-39.24,-36.23,15.73,-59.50
19970210 16:30,-27.36,-55.21,4.91,-43.13,-39.36,15.29,-59.00
19970210 17:30,-31.43,-49.71,9.21,-46.09,-41.15,15.42,-59.00
19970210 18:30,-41.45,-44.07,14.24,-45.76,-44.48,16.23,-56.00
19970210 19:30,-33.91,-52.43,15.59,-42.61,-54.74,17.02,-52.50
19970211 08:30,-46.05,-7.74,17.55,-45.03,-0.97,18.66,-54.50
19970211 09:30,-40.39,2.13,15.14,-50.42,0.72,18.23,-60.00
19970211 10:30,-35.76,16.15,14.98,-43.27,5.36,17.93,-54.50
19970217 07:30,-53.01,-1.01,26.88,-43.61,11.15,22.06,-52.50
19970217 08:30,-46.42,-8.98,18.70,-45.12,3.12,22.50,-52.00
19970227 22:30,-73.07,-50.65,10.11,-54.13,-27.23,23.91,-73.50
19970227 23:30,-82.85,-70.72,12.28,-76.54,-72.33,33.99,-81.00
19970228 00:30,-74.83,-38.35,26.23,-61.04,-21.98,33.45,-70.00
19970228 01:30,-75.21,-26.21,33.80,-48.58,-14.40,31.61,-65.50
19970228 02:30,-92.44,-8.28,36.92,-52.97,13.00,31.45,-65.50
19970228 03:30,-74.15,-13.23,36.04,-52.20,-0.32,31.07,-63.50
19970228 04:30,-84.50,-8.84,34.13,-51.82,1.03,31.68,-64.00
19970228 05:30,-81.06,42.74,39.46,-63.70,30.86,31.74,-60.50
19970228 06:30,-72.15,2.63,29.91,-52.66,14.62,28.68,-55.00
19970228 07:30,-66.01,-0.74,29.04,-46.69,13.37,27.32,-54.00
19970228 08:30,-52.83,-10.04,26.80,-42.72,0.56,26.47,-54.50
19970228 09:30,-40.76,-23.55,23.42,-41.90,-11.81,24.81,-54.50
19970228 10:30,-38.14,-26.25,19.50,-41.33,-18.53,23.25,-54.50
19970228 11:30,-38.07,-18.87,19.91,-38.22,-12.47,22.82,-55.00
19970228 12:30,-41.64,-13.14,18.92,-36.70,-6.67,22.76,-50.50
19970228 17:30,-45.62,-9.50,21.87,-35.89,-15.07,22.08,-54.00
19970228 18:30,-39.34,-7.28,27.42,-37.78,-12.64,22.97,-51.50
19970328 21:30,-54.77,-30.56,17.13,-42.46,-26.78,18.88,-54.00
19970328 22:30,-48.33,-33.06,16.22,-43.22,-29.63,20.99,-60.50
19970328 23:30,-54.33,-40.99,14.51,-49.17,-35.35,23.22,-62.50
19970329 00:30,-52.39,-36.20,19.57,-47.52,-31.95,24.97,-59.00
19970329 01:30,-50.52,-22.74,23.92,-43.02,-17.89,25.27,-53.00
19970411 01:30,-64.49,-61.92,17.75,-44.91,-47.15,23.75,-67.50
19970411 02:30,-89.62,-71.83,26.70,-55.51,-38.12,29.78,-73.50
